tractid,tractnum,name,namelsad,nta,nta_name,bcode,geometry,MonthYear,TotalMonthlyReport,CountyName,CensusBlockID_list,Ticket_list,Classification_list,Zipcode_list,CountyTract
36081157101,157101,1571.01,Census Tract 1571.01,QN43,Bellerose,36081,"POLYGON ((1060664.846078629 210989.9258946723, 1061037.88554368 211142.3017062087, 1062119.718094613 211553.0736221839, 1062194.939278167 211339.8153883594, 1062237.73150047 211216.0793193767, 1062252.854645261 211166.2141729849, 1062298.509739327 211014.0693764749, 1062495.329902502 210472.2099750669, 1062556.621643558 210284.0470629479, 1062791.023934456 209606.7793089028, 1063010.628033504 208967.7209641618, 1063104.824781623 208718.8225975457, 1063198.419441914 208485.2246650386, 1063293.709463955 208242.1599573203, 1063406.445967139 208003.5245249117, 1063589.512490689 207614.6496690094, 1063707.575134857 207359.2737439604, 1063816.12213843 207133.0138914816, 1063925.525282888 206899.8350132147, 1063964.038168532 206818.3507705112, 1064043.021454267 206650.2882406425, 1064064.512149817 206604.452886031, 1064105.263468547 206516.7825663829, 1064212.472979906 206278.1328029728, 1064105.873148422 206247.1779282234, 1063987.643732159 206212.9063234612, 1063701.534287607 206156.5896349043, 1063432.817190293 206120.7357054228, 1063173.798246637 206085.2806126521, 1062915.33166809 206050.1944093159, 1062661.844762721 206017.6773758618, 1062398.110938754 205982.5796728373, 1062139.921657396 205946.7739595236, 1061704.987696169 205886.3604773571, 1061454.915058214 205912.1602483326, 1061105.246473343 205969.3440770327, 1061017.903481958 205982.1837225971, 1061042.740673015 206366.2693888267, 1061078.409345865 206917.9826960838, 1060988.370633529 207697.0068028711, 1060956.177428081 207799.2827262556, 1060786.591369323 208321.2015203947, 1060763.687170313 208378.3296629835, 1060652.647987635 208614.7966564028, 1060487.33078632 208840.163640149, 1060225.704724461 209114.4151547762, 1060086.413020293 209260.8059877473, 1059992.855255669 209315.5282377238, 1060234.819698409 209389.5154915471, 1060487.186899839 209503.614525659, 1060163.662008757 210256.4068076181, 1059967.738507631 210704.6539436974, 1060664.846078629 210989.9258946723))",December-2019,3,Queens County,"[6007, 7012, 7012]","['QL19009910', 'QL19009788', 'QL19009256']","['M', 'P', 'P']","[11426, 11001, 11001]",Queens County-1571.01
36081156700,156700,1567,Census Tract 1567,QN43,Bellerose,36081,"POLYGON ((1055993.693614481 208056.2662856877, 1056198.121288317 208367.6475269098, 1056438.725728106 208719.5790917247, 1056556.038924003 208874.7698923994, 1056686.950883539 209022.7151834699, 1056848.353274616 209167.4733641379, 1057509.823184171 209626.6991129244, 1057802.746231062 209803.1936769372, 1058058.78388163 209988.3236185247, 1058419.74590048 210294.7354152267, 1058593.870711669 210531.720613711, 1058776.545076675 210780.7563535352, 1059212.900925843 211520.9688887934, 1059235.754849389 211567.6742093273, 1059535.94321362 211712.8796688759, 1059637.63234563 211713.1953021548, 1059715.989488878 211820.9172918151, 1059806.755885599 212036.5209980917, 1059843.527159751 212240.2981508222, 1059886.617139403 212461.21876395, 1060088.022294934 212470.591264394, 1060956.418391397 212545.8227047529, 1061089.502200895 212168.0649818781, 1061859.792865207 212425.1853347384, 1062119.718094613 211553.0736221839, 1061037.88554368 211142.3017062087, 1060664.846078629 210989.9258946723, 1059967.738507631 210704.6539436974, 1060163.662008757 210256.4068076181, 1060487.186899839 209503.614525659, 1060234.819698409 209389.5154915471, 1059992.855255669 209315.5282377238, 1059760.018117939 209246.6724621974, 1060035.409722458 208111.5390620508, 1060152.323406734 207679.0763502505, 1059903.262121059 207386.8322823912, 1059928.835447211 207273.2400229758, 1059946.523155424 207200.0641917839, 1060083.836226897 206625.9393109306, 1059810.48340488 205853.4295108652, 1059858.290026288 205720.5967982837, 1059779.43873156 205765.5286511009, 1058910.072914115 205745.3515689534, 1058903.018248945 205696.1449247742, 1058542.194667176 205686.294093822, 1058718.454786758 206321.8665193368, 1058472.962105573 206393.2526653649, 1058188.910406587 206476.9111466371, 1057897.415447234 206548.1630435873, 1057649.07898047 206645.0521982167, 1057716.155063669 207008.8594890063, 1057763.355953156 207254.5628914221, 1057866.244496366 207596.6191770622, 1057881.777848602 207683.3775848536, 1058026.457298768 208589.5493361324, 1057683.73770068 208380.4758423755, 1057443.192720099 208289.3947169719, 1057192.889734454 208217.231988629, 1056939.261975035 208144.3332252874, 1056689.509168869 208072.5416808496, 1056441.138347398 208001.4854884011, 1056277.708414497 207976.2253679239, 1055868.441538139 207865.3502040963, 1055993.693614481 208056.2662856877))",December-2019,1,Queens County,[1000],['QL19009252'],['P'],[11004],Queens County-1567
36081155102,155102,1551.02,Census Tract 1551.02,QN44,Glen Oaks-Floral Park-New Hyde Park,36081,"POLYGON ((1059321.004123081 211687.4392206306, 1059442.010655648 211981.466870798, 1059624.198789398 212648.3987174395, 1059891.714710073 213048.1767251237, 1060260.821704743 213385.9745987346, 1060763.353196859 213846.2503890413, 1061017.331289899 214136.3338032675, 1061103.208099019 214314.765054902, 1061388.011826324 214927.7503115123, 1061495.91318436 215148.1515009222, 1061520.146242946 214933.271346695, 1061716.26733401 214855.5646900005, 1062446.5728894 214596.3147486836, 1062543.25179927 214771.8712999189, 1063119.958665711 214635.6559256349, 1063388.946618397 214559.657025073, 1063543.868272607 213950.9956083798, 1063746.654201746 213280.9195448233, 1063980.241421713 213527.9757637977, 1064090.405379322 213644.9249026972, 1065196.061925164 214921.572043365, 1065402.513421815 214740.8229163456, 1065609.245040075 214560.0764875056, 1065624.806239459 214546.2839478638, 1065736.786359213 214448.6536931665, 1065864.32884825 214337.2315740913, 1066362.798612072 213995.7098843907, 1066458.025056781 213938.1030756411, 1066553.530246773 213880.1332511375, 1066581.848187776 213863.1055797588, 1066609.889110785 213846.0770013204, 1066764.662400131 213713.6206410728, 1066885.347737123 213584.3281902847, 1066778.771479917 213475.3938811813, 1066584.417130984 213350.8600621063, 1066499.326069241 213278.4333338324, 1066308.257775235 213164.4785790711, 1066254.511985444 213162.8395848309, 1066088.094442261 213050.7915496501, 1066004.269597573 213012.9826050547, 1065866.287468936 212930.9073187526, 1065812.38160513 212894.2926736731, 1065651.763985906 212786.6391581338, 1065403.860923619 212597.8124981548, 1065181.992899165 212410.8968685956, 1064964.345447701 212203.5946142079, 1064731.303924708 212041.7850564083, 1064521.493063836 211892.4419341416, 1064295.638917069 211733.9393764451, 1064069.213275798 211579.8090688215, 1063654.549677592 211284.4314337478, 1063394.67713147 211102.8730318757, 1063168.807095364 210944.7453382561, 1062982.707830308 210826.0967950853, 1062725.626921461 210635.0819965052, 1062495.329902502 210472.2099750669, 1062298.509739327 211014.0693764749, 1062252.854645261 211166.2141729849, 1062237.73150047 211216.0793193767, 1062194.939278167 211339.8153883594, 1062119.718094613 211553.0736221839, 1061859.792865207 212425.1853347384, 1061089.502200895 212168.0649818781, 1060956.418391397 212545.8227047529, 1060088.022294934 212470.591264394, 1059886.617139403 212461.21876395, 1059843.527159751 212240.2981508222, 1059806.755885599 212036.5209980917, 1059715.989488878 211820.9172918151, 1059637.63234563 211713.1953021548, 1059535.94321362 211712.8796688759, 1059235.754849389 211567.6742093273, 1059321.004123081 211687.4392206306))",December-2019,4,Queens County,"[4002, 4002, 4002, 4004]","['QL19009955', 'QL19009777', 'QL19009781', 'QL19009199']","['M', 'M', 'M', 'M']","[11004, 11004, 11004, 11004]",Queens County-1551.02
36081150702,150702,1507.02,Census Tract 1507.02,QN45,Douglas Manor-Douglaston-Little Neck,36081,"POLYGON ((1056950.625672514 219335.2508044849, 1057078.99862025 219478.8193743742, 1057113.224365978 219519.3632982655, 1057237.289263069 219713.198001285, 1057294.351055148 219804.8177779237, 1057386.137278148 219954.8359269782, 1057514.858104438 220164.7168708746, 1057696.539104804 220446.8971155958, 1057815.644269668 220629.0611425795, 1057992.886493483 220820.1464462763, 1058190.383088664 220635.3009529273, 1058477.375855476 220441.6223258481, 1058722.861289104 220236.1609358732, 1058956.892321888 220063.821250982, 1059150.678959976 219918.6846847821, 1059394.735136876 219731.07810611, 1059623.343477897 219524.1162388558, 1059978.213714448 219245.4119448298, 1060256.438292629 219030.9599220702, 1060765.071358232 218573.1321733958, 1060933.066236484 218444.6879490016, 1061124.104082736 218300.6514810475, 1061147.141838751 218286.1510832171, 1061552.09946846 218034.9537298562, 1061581.319036551 217993.1483249612, 1061632.523646345 217919.7159252722, 1061267.833962507 217876.2928302729, 1060704.71691366 217771.4053059815, 1060520.669351867 217717.9975764228, 1059965.80283025 217541.3792245184, 1059118.112550706 216917.5584892282, 1058929.586712797 216785.8171324255, 1058783.629025491 216684.0833921483, 1058548.105385016 216519.4106138113, 1058455.889469368 216598.5533683287, 1058264.947073582 216893.8098508797, 1058124.386100028 217111.6179217353, 1057982.437015154 217331.2442734346, 1057841.04120629 217551.9661490188, 1057690.800086185 217767.1970687293, 1057583.345664063 217941.3883832204, 1057541.486992321 218042.9112861203, 1057478.193448654 218179.3456973937, 1057434.12505899 218279.0404508213, 1057368.580453686 218427.4914138168, 1057331.463305271 218518.8276099354, 1057234.356751203 218754.2599122972, 1057138.649102738 218985.6891398309, 1056950.625672514 219335.2508044849))",December-2019,1,Queens County,[2008],['QL19009647'],['P'],[11362],Queens County-1507.02
36081146300,146300,1463,Census Tract 1463,QN46,Bayside-Bayside Hills,36081,"POLYGON ((1044022.974750382 216939.8039702113, 1044342.563902386 216978.8483528954, 1044576.555095796 217016.5909965596, 1044829.146910996 217037.987297086, 1045082.52368368 217077.6048963979, 1045109.120427623 217076.5785837001, 1045374.995304394 217103.1145628278, 1045463.072221747 217109.5302609293, 1045603.543532453 216772.5117219712, 1045668.764662185 216615.6487655787, 1045843.70511451 216016.398524181, 1045968.349622847 215588.9872610229, 1045844.841597907 215568.6351065401, 1045914.828768476 215282.4464778547, 1045472.510053329 215125.3917372405, 1045044.029661475 214971.6587479296, 1044513.126156335 214781.6097634974, 1044419.711074576 215025.1172006912, 1044323.2585163 215265.3384939334, 1044259.149765981 215422.5720531874, 1044242.149467272 215463.3354000367, 1044062.133254673 215888.4328930036, 1044012.180713725 216035.86501797, 1043958.335997767 216189.1170175674, 1043763.843445534 216760.2791029431, 1043734.11357889 216909.2187839176, 1044022.974750382 216939.8039702113))",December-2019,2,Queens County,"[1003, 1005]","['QL19009784', 'QL19009785']","['P', 'P']","[11361, 11361]",Queens County-1463
36081145900,145900,1459,Census Tract 1459,QN48,Auburndale,36081,"POLYGON ((1041062.076354356 215429.4503412259, 1041313.404453278 215407.4513259598, 1041589.041962012 215415.3876958143, 1041855.259946401 215423.3048356519, 1042089.892637986 215432.242596665, 1042341.146662587 215441.5867418299, 1042586.858835431 215451.2844999607, 1042604.41703737 215177.3478004757, 1042626.350510649 214927.467684702, 1042646.906195342 214674.6696286974, 1042666.632895974 214421.140952067, 1042687.733861843 214172.3519606339, 1042708.597682142 213907.1674341007, 1042726.965770127 213643.0699391021, 1042648.972396161 213355.4230897267, 1042802.253965553 213098.9373802033, 1042561.41725284 213010.5532204106, 1042318.084303889 212922.5298185336, 1042063.40190284 212829.3811600103, 1041834.144064188 212763.256152174, 1041125.04477809 212794.374100192, 1041127.190470852 212824.6187879265, 1041136.629543925 213053.07786751, 1041143.501402141 213312.8636189357, 1041150.648452674 213573.3787112616, 1041164.043781595 213886.7368278075, 1041115.181187103 214638.9708767157, 1041062.076354356 215429.4503412259))",December-2019,1,Queens County,[3002],['QL19009882'],['M'],[11358],Queens County-1459
36081144100,144100,1441,Census Tract 1441,QN46,Bayside-Bayside Hills,36081,"POLYGON ((1048446.397020873 215616.5473820932, 1048810.988909771 215717.7064261095, 1049060.967890868 215787.5962058043, 1049312.054553844 215857.127201981, 1049563.139783887 215926.6607979491, 1049813.668530233 215996.5598281176, 1050074.433191097 216071.2255557387, 1050186.072971286 215563.2826699832, 1050250.607217185 215263.611241665, 1050226.705264919 214985.9237983116, 1050207.771787391 214714.8079232242, 1050341.922017585 214490.0145692049, 1050520.669307781 214269.3513806673, 1050608.923325827 214011.6442051163, 1050691.04900118 213766.6722749916, 1050940.945668756 213468.6040231674, 1050843.78085765 213437.7331880194, 1050597.12540576 213361.2762402347, 1050334.22776655 213245.7938733758, 1049981.325196936 213318.4309291524, 1049673.232345283 213419.6118875232, 1049470.887517037 213555.3280674483, 1049193.776108325 213780.4718362393, 1049478.029259557 213887.6195864466, 1049228.112941353 214201.3691897259, 1049126.611877831 214445.5655987358, 1049037.824961863 214701.8194049538, 1048761.424042959 214666.1070510028, 1048615.590141156 215123.6874506204, 1048536.82022699 215366.4893544003, 1048446.397020873 215616.5473820932))",December-2019,1,Queens County,[4001],['QL19009181'],['M'],[11364],Queens County-1441
36081141700,141700,1417,Census Tract 1417,QN48,Auburndale,36081,"POLYGON ((1040649.359562068 212536.0448059458, 1040773.858158213 212615.3947338985, 1040865.432946107 212673.9014885532, 1041127.190470852 212824.6187879265, 1041125.04477809 212794.374100192, 1041834.144064188 212763.256152174, 1042063.40190284 212829.3811600103, 1042318.084303889 212922.5298185336, 1042561.41725284 213010.5532204106, 1042802.253965553 213098.9373802033, 1043032.886964355 212480.4925848575, 1043267.485185854 211831.4557573397, 1043448.52884882 211332.3958966459, 1043204.351863929 211243.9973084443, 1042959.620690444 211154.8711773433, 1042714.664165997 211043.5226622386, 1042880.39511849 210572.1111597018, 1043029.343422211 210511.2634560824, 1043221.005169145 210434.1254166525, 1043385.858404175 209987.4899499519, 1043579.196287846 209453.4853831556, 1043335.59762571 209347.5990212326, 1043367.714504209 209245.2996943028, 1043260.024888478 209201.3177258042, 1043003.672509116 209096.4967123877, 1042909.546881323 209058.0141302462, 1042755.034062271 209009.5493117053, 1041882.498945287 208734.5768409729, 1041626.091796072 208648.3512564802, 1040696.580614363 208314.6293616433, 1040666.922142701 208436.6118366129, 1040429.443305362 209149.0600770878, 1040583.664929827 209682.8006313707, 1040855.518336189 210034.285566535, 1041183.418264754 210587.7454437507, 1041186.38504972 211094.9038934911, 1041142.038722491 211572.8048522913, 1041128.685374788 211713.7704581137, 1040778.770239823 212052.8757651708, 1040612.700966373 212214.6177951945, 1040414.482298106 212381.022880828, 1040649.359562068 212536.0448059458))",December-2019,1,Queens County,[2004],['QL19009212'],['P'],[11358],Queens County-1417
36081140902,140902,1409.02,Census Tract 1409.02,QN48,Auburndale,36081,"POLYGON ((1042959.620690444 211154.8711773433, 1043204.351863929 211243.9973084443, 1043448.52884882 211332.3958966459, 1043697.96332888 211422.9958238048, 1043946.842678736 211513.2326235144, 1044190.457398409 211602.7303146294, 1044432.417768948 211688.2186910842, 1044547.019455049 211732.9517724574, 1044924.067071842 211869.0590177276, 1045163.244108686 211957.4624099951, 1045412.115311975 212046.6212599048, 1045518.13973172 212085.1436626861, 1045674.8219588 212142.3756793921, 1045887.158957528 211559.6163996576, 1046098.950976609 210977.2220293662, 1046273.069414286 210502.5759164857, 1046335.808322434 210349.3520774035, 1046361.269397209 210253.5976155408, 1046404.424013657 210173.9191381791, 1046094.129925569 210150.5379262197, 1045125.234236764 209878.1179279938, 1044989.316121867 209822.0344969685, 1044916.789621315 209791.9778208295, 1044596.199326049 209672.0418186784, 1044248.71390591 209557.1442316476, 1043367.714504209 209245.2996943028, 1043335.59762571 209347.5990212326, 1043579.196287846 209453.4853831556, 1043385.858404175 209987.4899499519, 1043221.005169145 210434.1254166525, 1043029.343422211 210511.2634560824, 1042880.39511849 210572.1111597018, 1042714.664165997 211043.5226622386, 1042959.620690444 211154.8711773433))",December-2019,2,Queens County,"[1000, 1000]","['QL19009871', 'QL19009872']","['P', 'P']","[11365, 11365]",Queens County-1409.02
36081134700,134700,1347,Census Tract 1347,QN41,Fresh Meadows-Utopia,36081,"POLYGON ((1043219.562205846 209089.0048930699, 1043392.830188387 209173.2229772453, 1043367.714504209 209245.2996943028, 1044248.71390591 209557.1442316476, 1044596.199326049 209672.0418186784, 1044916.789621315 209791.9778208295, 1044989.316121867 209822.0344969685, 1045125.234236764 209878.1179279938, 1046094.129925569 210150.5379262197, 1046404.424013657 210173.9191381791, 1046434.936822502 210053.4030477017, 1046761.038334051 208996.2176781852, 1047196.949242593 207603.4067385889, 1047005.922352758 207528.5882828642, 1046776.684968344 207440.1925780667, 1046670.926829897 207398.7508168565, 1046562.120816253 207356.9373617411, 1046497.615427439 207330.9042540682, 1046323.198253163 207261.5987747424, 1046080.95099329 207165.1610813409, 1045840.086564283 207069.0936545441, 1045598.943096897 206973.0279206975, 1045352.544954257 206871.8507083149, 1045109.481384462 206766.3123746382, 1044870.015793023 206661.8784656538, 1044630.547238847 206557.8112531157, 1044383.047635049 206450.4475257057, 1044134.161027725 206342.7185774496, 1043895.514035659 206240.1179995946, 1043655.482867348 206136.0590599007, 1043421.284826865 206025.8230685985, 1043114.099092918 206869.2345217748, 1042876.111863938 207526.6431535659, 1043119.496111705 207615.0362976344, 1042852.234382563 208348.5198858493, 1043095.609579089 208437.2771486895, 1042914.263314906 208941.0747094684, 1043219.562205846 209089.0048930699))",December-2019,2,Queens County,"[1002, 2001]","['QL19009326', 'QL19009334']","['M', 'M']","[11365, 11365]",Queens County-1347
36081129102,129102,1291.02,Census Tract 1291.02,QN42,Oakland Gardens,36081,"POLYGON ((1049408.647919666 206292.1796090488, 1049405.815855821 206314.7606316535, 1049581.75898278 206331.2641101754, 1049739.081180329 206367.02825693, 1050009.682248782 206429.6962881124, 1050275.307248886 206487.2531491183, 1050541.762419932 206544.815187999, 1050796.56944506 206604.8985529252, 1051052.213652328 206662.4365714487, 1051308.133793537 206719.9780487561, 1051563.221312909 206777.5199198149, 1051819.138029024 206835.4311164953, 1052094.44192963 206897.4068496166, 1052371.682342318 206960.1198097705, 1052509.612247733 206990.3825396234, 1052797.373449599 207056.044616866, 1053110.071076238 207123.2381626584, 1053187.873448472 207148.9622793015, 1053403.08633581 207191.8369992984, 1053654.564381215 207248.297602741, 1053909.087629392 207305.4982195936, 1054165.548558087 207363.0714231281, 1054491.50704215 207441.979644319, 1054915.996538497 207564.1701694892, 1055625.020219558 207805.9756425888, 1055868.441538139 207865.3502040963, 1055681.293012806 207612.31595408, 1055483.605289871 207360.7095871363, 1055050.337681763 206922.2425180034, 1054575.355852632 206431.9271578969, 1054419.851209011 206249.3107642843, 1054258.789732754 206070.6870219867, 1053069.400979878 204752.4097055852, 1052787.711789138 204490.022103811, 1052610.556251818 204407.9121675932, 1052388.25819848 204312.5608273724, 1052063.587495121 204152.0742025898, 1051878.131252264 204063.0241354448, 1051811.172836456 204020.9394911034, 1051768.915788468 203966.9007429711, 1051749.568546649 203947.1729973842, 1051723.035077377 203920.1386475773, 1051666.871508093 203983.012139205, 1051554.416535049 204055.2022940778, 1050579.08251377 204854.7781822114, 1050486.94117226 204798.4194241951, 1050030.017973994 205266.0730541391, 1049799.749298099 205453.0814965074, 1049224.470026431 206245.7800704312, 1049408.647919666 206292.1796090488))",December-2019,4,Queens County,"[4004, 4005, 4004, 4004]","['QL19009583', 'QL19009607', 'QL19009332', 'QL19009221']","['M', 'M', 'P', 'P']","[11427, 11427, 11427, 11427]",Queens County-1291.02
36081126500,126500,1265,Census Tract 1265,QN38,Pomonok-Flushing Heights-Hillcrest,36081,"POLYGON ((1037448.163852505 201732.1930427832, 1037687.697887201 201842.0184944194, 1037924.739043068 201950.0191493544, 1038013.075051642 201990.2910589786, 1038083.964594259 202022.8736399938, 1038163.162436996 202058.7538595984, 1038432.864014245 202186.505943459, 1038724.459902297 202314.6744770245, 1038918.293147189 202403.6427221266, 1039122.600458594 202518.1394107846, 1039395.124157986 202619.3123861826, 1039633.261384428 202726.2392791338, 1039793.487170595 202236.214727589, 1039966.279302229 201708.6939774714, 1039709.435648248 201656.7352234446, 1039455.939635539 201594.949846501, 1039201.047277057 201537.1716079982, 1038943.388286765 201476.4751645025, 1038588.757867562 201393.3400342352, 1038310.870734211 201327.8687437214, 1038061.519320488 201269.0218272195, 1037816.04592388 201210.9146928058, 1037564.19569619 201152.7960418605, 1037305.46274354 201072.440746661, 1037183.690222223 201617.5792723337, 1037448.163852505 201732.1930427832))",December-2019,2,Queens County,"[1000, 1000]","['QL19009780', 'QL19009787']","['M', 'M']","[11366, 11432]",Queens County-1265
36081124700,124700,1247,Census Tract 1247,QN38,Pomonok-Flushing Heights-Hillcrest,36081,"POLYGON ((1039868.978989258 204372.4653163732, 1040122.317005493 204369.4036721113, 1040050.2329332 204860.7218430752, 1040036.814818896 205513.5741980539, 1040051.909105345 205819.6479386278, 1040076.763086425 206340.7002129901, 1040326.499612982 206328.1598222452, 1040576.514392441 206315.2583132643, 1040825.695464803 206303.4504325274, 1041085.964251095 206290.9423995925, 1041264.738387565 206284.4392788003, 1041392.83850157 205906.1991905472, 1041384.598439833 205756.803565049, 1041403.358642571 205557.9223140708, 1041475.696725403 205322.3697682208, 1041558.896093875 205065.3474929231, 1041667.784712557 204728.5975260499, 1041817.728082896 204261.8788400547, 1041888.916011168 204047.091821256, 1041972.738174075 203764.933636392, 1041532.456251498 203584.6395580438, 1041286.306233727 203474.0318216654, 1041039.325853107 203361.9673206633, 1040826.952332788 203266.3808930308, 1040586.336099142 203157.2505037674, 1040349.038827414 203050.3161677012, 1040110.078889964 202942.2873390924, 1039871.948379753 202834.2627714854, 1039764.275405087 203373.9561449768, 1039680.093514182 203945.7649245776, 1039611.414602362 204405.7595236637, 1039868.978989258 204372.4653163732))",December-2019,1,Queens County,[2009],['QL19009828'],['P'],[11365],Queens County-1247
36081124100,124100,1241,Census Tract 1241,QN38,Pomonok-Flushing Heights-Hillcrest,36081,"POLYGON ((1037951.640852585 204700.7838246355, 1038235.08538028 204742.9462764406, 1038535.702334276 204789.8867472709, 1038790.88425637 204827.6205316758, 1038784.168857187 205472.8375785368, 1038803.210254558 205879.4750519426, 1039052.946724481 205868.743214232, 1039301.315025388 205850.3598662667, 1039551.597195787 205843.6420487363, 1039801.614032564 205831.8255529186, 1040051.909105345 205819.6479386278, 1040036.814818896 205513.5741980539, 1040050.2329332 204860.7218430752, 1040122.317005493 204369.4036721113, 1039868.978989258 204372.4653163732, 1039611.414602362 204405.7595236637, 1039680.093514182 203945.7649245776, 1039764.275405087 203373.9561449768, 1039871.948379753 202834.2627714854, 1039633.261384428 202726.2392791338, 1039395.124157986 202619.3123861826, 1039122.600458594 202518.1394107846, 1038918.293147189 202403.6427221266, 1038724.459902297 202314.6744770245, 1038432.864014245 202186.505943459, 1038413.975319518 202452.7902682837, 1038393.157293987 202714.3340182197, 1038372.898128656 202974.0573972603, 1038352.906009444 203238.5177259802, 1038332.656613879 203494.2335587964, 1037877.9581676 203426.5522639517, 1037841.101187672 203674.216535949, 1037803.691410085 203921.5153339586, 1037767.943786718 204169.5465384539, 1037731.917309571 204418.6701986465, 1037717.57005789 204514.8222363589, 1037695.346859612 204663.4207526545, 1037951.640852585 204700.7838246355))",December-2019,3,Queens County,"[1002, 1002, 2007]","['QL19009826', 'QL19009836', 'QL19009803']","['P', 'P', 'P']","[11365, 11365, 11366]",Queens County-1241
36081122300,122300,1223,Census Tract 1223,QN38,Pomonok-Flushing Heights-Hillcrest,36081,"POLYGON ((1039150.135470494 208359.9032405806, 1040357.660064723 208314.5723026504, 1040696.580614363 208314.6293616433, 1040716.862139586 208173.3154876988, 1041026.831770141 207637.3766484607, 1041177.365163122 207142.601345146, 1041175.027809087 206957.514987564, 1041167.523483482 206612.1102794588, 1041264.738387565 206284.4392788003, 1041085.964251095 206290.9423995925, 1040825.695464803 206303.4504325274, 1040576.514392441 206315.2583132643, 1040326.499612982 206328.1598222452, 1040076.763086425 206340.7002129901, 1040051.909105345 205819.6479386278, 1039801.614032564 205831.8255529186, 1039551.597195787 205843.6420487363, 1039301.315025388 205850.3598662667, 1039052.946724481 205868.743214232, 1038803.210254558 205879.4750519426, 1038553.745455246 205892.7603911274, 1038578.918431103 206409.4398008723, 1038611.227879587 207080.2478998888, 1038861.509459258 207068.0580069053, 1038893.258346975 207737.7724106905, 1038918.185090017 208236.5997082087, 1038667.087427048 208247.3298361073, 1038384.416822545 208249.6124837061, 1038373.026529946 208386.576111543, 1039150.135470494 208359.9032405806))",December-2019,1,Queens County,[3009],['QL19009720'],['P'],[11365],Queens County-1223
36081121500,121500,1215,Census Tract 1215,QN62,Queensboro Hill,36081,"POLYGON ((1035567.458887251 209430.8536114395, 1035579.831681488 209476.7856776506, 1035628.153043547 209689.2938154364, 1035639.422569716 209732.673253565, 1035705.326062943 210016.6279999331, 1036080.427162764 209931.8078704319, 1036337.414481191 209879.5297321524, 1036597.175519599 209826.5316295176, 1036759.631548058 209792.9995800241, 1036863.037939605 209771.7278659971, 1037130.83415672 209720.2102197811, 1037388.377019998 209669.401743744, 1037648.869749561 209663.7797400859, 1037910.134322847 209685.1228570057, 1038171.123765745 209705.3751778775, 1038442.910918741 209729.6620702994, 1038958.846275763 209745.7570654691, 1039197.700508645 209750.6685733392, 1039402.470802795 209755.5049650621, 1039625.806182566 209760.7497629695, 1039841.693029371 209751.4062453544, 1040583.664929827 209682.8006313707, 1040429.443305362 209149.0600770878, 1040666.922142701 208436.6118366129, 1040696.580614363 208314.6293616433, 1040357.660064723 208314.5723026504, 1039150.135470494 208359.9032405806, 1038373.026529946 208386.576111543, 1037923.194578431 208415.4526076255, 1037057.663973026 208452.9022109144, 1035580.737853096 208524.0580502623, 1035490.123438441 208653.5689650994, 1035484.244291956 208813.134182467, 1035480.726681122 208904.2098829828, 1035510.085683018 209173.8779305799, 1035516.917276948 209219.4339262903, 1035567.458887251 209430.8536114395))",December-2019,2,Queens County,"[2007, 1000]","['QL19009948', 'QL19009264']","['M', 'P']","[11355, 11365]",Queens County-1215
36081120700,120700,1207,Census Tract 1207,QN52,East Flushing,36081,"POLYGON ((1037453.391298442 213257.1305231819, 1037532.037069995 214032.9685335033, 1037794.744472608 214006.9503847116, 1038049.143181102 213979.823659003, 1038307.695877538 213953.8018512039, 1038429.906270758 213941.3227045127, 1038568.182824177 213930.3374591932, 1038828.339147915 213930.9211182543, 1039155.251312368 213938.2164977283, 1039352.77867606 213944.8578394489, 1039615.388458744 213962.9435075351, 1039879.104411065 213981.7632204619, 1040143.086108975 214005.3227460511, 1040402.430692085 213997.1774095692, 1040659.899574626 213961.7054793707, 1040919.590774901 213924.0554680115, 1041164.043781595 213886.7368278075, 1041150.648452674 213573.3787112616, 1041143.501402141 213312.8636189357, 1041136.629543925 213053.07786751, 1041127.190470852 212824.6187879265, 1040865.432946107 212673.9014885532, 1040773.858158213 212615.3947338985, 1040649.359562068 212536.0448059458, 1040414.482298106 212381.022880828, 1040612.700966373 212214.6177951945, 1040778.770239823 212052.8757651708, 1041128.685374788 211713.7704581137, 1041142.038722491 211572.8048522913, 1040151.100740226 211487.7987644049, 1039884.098836957 211440.1863358199, 1039618.73430501 211403.1462395169, 1038738.698183667 211283.1107922045, 1038825.644912358 211555.8271968937, 1038886.426417524 212250.0183832427, 1038876.146645056 212385.5271576391, 1038868.148337255 212492.2587604189, 1038867.290062113 212504.2798221305, 1038686.327025116 212519.1752619937, 1038426.095388185 212545.5536414952, 1038168.357973717 212571.9403510803, 1037909.78910416 212598.6922915245, 1037649.838658519 212623.9866134962, 1037584.712396741 212630.4014074607, 1037391.548796083 212650.3803538544, 1037219.169035355 212668.9488551574, 1037133.257913647 212677.5055059562, 1037135.430025468 212697.9128921819, 1037194.553465948 213283.889483471, 1037453.391298442 213257.1305231819))",December-2019,1,Queens County,[2004],['QL19009535'],['M'],[11358],Queens County-1207
