MonthYear,Date,Year,Hour,CensusTract_2010,NumberOfReports,CensusTract_2010_ID,CensusTract_2010_NAME,CountyName_2010,GEOID_list,CensusBlockID_list,Zipcode_list,Ticket_list
February-2020,02/09/2020,2020,12 AM,167.0,1,16700,Census Tract 167,New York County,[360610167002001],[2001],[10024],['ML20002185']
February-2020,02/09/2020,2020,09 AM,167.0,1,16700,Census Tract 167,New York County,[360610167002001],[2001],[10024],['ML20002196']
February-2020,02/09/2020,2020,10 AM,126.0,1,12600,Census Tract 126,New York County,[360610126001000],[1000],[10021],['ML20002198']
February-2020,02/09/2020,2020,01 PM,47.0,1,4700,Census Tract 47,New York County,[360610047001003],[1003],[10012],['ML20002205']
February-2020,02/09/2020,2020,01 PM,167.0,1,16700,Census Tract 167,New York County,[360610167002001],[2001],[10024],['ML20002206']
February-2020,02/09/2020,2020,05 PM,167.0,1,16700,Census Tract 167,New York County,[360610167002001],[2001],[10024],['ML20002215']
February-2020,02/09/2020,2020,07 PM,987.0,1,98700,Census Tract 987,Queens County,[360810987002003],[2003],[11357],['QL20001402']
February-2020,02/09/2020,2020,09 AM,79.0,1,7900,Census Tract 79,Westchester County,[361190079002000],[2000],[10573],['WL20001867']
February-2020,02/09/2020,2020,11 AM,145.0,1,14500,Census Tract 145,Westchester County,[361190145002002],[2002],[10566],['WL20001870']
February-2020,02/09/2020,2020,05 PM,69.0,1,6900,Census Tract 69,Westchester County,[361190069002002],[2002],[10538],['WL20001881']
February-2020,02/09/2020,2020,06 PM,52.0,1,5200,Census Tract 52,Westchester County,[361190052002013],[2013],[10709],['WL20001883']
February-2020,02/09/2020,2020,10 PM,18.0,1,1800,Census Tract 18,Westchester County,[361190018001007],[1007],[10710],['WL20001886']
February-2020,02/09/2020,2020,12 PM,230.0,1,23000,Census Tract 230,Bronx County,[360050230002004],[2004],[10462],['XL20002045']
February-2020,02/09/2020,2020,12 PM,138.0,1,13800,Census Tract 138,Bronx County,[360050138002010],[2010],[10465],['XL20002047']
February-2020,02/09/2020,2020,06 PM,118.0,1,11800,Census Tract 118,Bronx County,[360050118001003],[1003],[10465],['XL20002060']
February-2020,02/08/2020,2020,09 AM,137.0,1,13700,Census Tract 137,New York County,[360610137004000],[4000],[10019],['ML20002155']
February-2020,02/08/2020,2020,12 PM,163.0,1,16300,Census Tract 163,New York County,[360610163001005],[1005],[10024],['ML20002160']
February-2020,02/08/2020,2020,03 PM,109.0,1,10900,Census Tract 109,New York County,[360610109001002],[1002],[10018],['ML20002176']
February-2020,02/08/2020,2020,03 PM,1333.0,1,133300,Census Tract 1333,Queens County,[360811333003006],[3006],[11366],['QL20001389']
February-2020,02/08/2020,2020,07 PM,1333.0,1,133300,Census Tract 1333,Queens County,[360811333003006],[3006],[11366],['QL20001391']
February-2020,02/08/2020,2020,09 AM,109.01,1,10901,Census Tract 109.01,Westchester County,[361190109011037],[1037],[10603],['WL20001839']
February-2020,02/08/2020,2020,11 AM,22.01,1,2201,Census Tract 22.01,Westchester County,[361190022012022],[2022],[10710],['WL20001842']
February-2020,02/08/2020,2020,12 PM,115.0,1,11500,Census Tract 115,Westchester County,[361190115001022],[1022],[10591],['WL20001843']
February-2020,02/07/2020,2020,10 AM,211.0,1,21100,Census Tract 211,New York County,[360610211001005],[1005],[10027],['ML20002093']
February-2020,02/07/2020,2020,11 AM,13.0,1,1300,Census Tract 13,New York County,[360610013001012],[1012],[10281],['ML20002099']
February-2020,02/07/2020,2020,11 AM,1141.0,1,114100,Census Tract 1141,Queens County,[360811141001003],[1003],[11358],['QL20001359']
February-2020,02/07/2020,2020,07 AM,83.02,1,8302,Census Tract 83.02,Westchester County,[361190083024030],[4030],[10573],['WL20001814']
February-2020,02/07/2020,2020,11 AM,78.0,1,7800,Census Tract 78,Westchester County,[361190078003002],[3002],[10573],['WL20001818']
February-2020,02/07/2020,2020,08 AM,152.0,1,15200,Census Tract 152,Bronx County,[360050152001000],[1000],[10465],['XL20001962']
February-2020,02/07/2020,2020,11 AM,210.02,1,21002,Census Tract 210.02,Bronx County,[360050210023000],[3000],[10462],['XL20001972']
February-2020,02/07/2020,2020,01 PM,386.0,1,38600,Census Tract 386,Bronx County,[360050386004003],[4003],[10469],['XL20001986']
February-2020,02/06/2020,2020,01 PM,29.0,1,2900,Census Tract 29,New York County,[360610029004014],[4014],[10038],['ML20002042']
February-2020,02/06/2020,2020,02 PM,41.0,1,4100,Census Tract 41,New York County,[360610041006001],[6001],[10012],['ML20002049']
February-2020,02/06/2020,2020,09 PM,1277.0,1,127700,Census Tract 1277,Queens County,[360811277002000],[2000],[11432],['QL20001344']
February-2020,02/06/2020,2020,10 AM,122.0,1,12200,Census Tract 122,Westchester County,[361190122005039],[5039],[10570],['WL20001784']
February-2020,02/06/2020,2020,10 AM,48.0,1,4800,Census Tract 48,Westchester County,[361190048001002],[1002],[10707],['WL20001785']
February-2020,02/06/2020,2020,11 AM,146.06,1,14606,Census Tract 146.06,Westchester County,[361190146062016],[2016],[10567],['WL20001788']
February-2020,02/06/2020,2020,01 PM,334.0,1,33400,Census Tract 334,Bronx County,[360050334001039],[1039],[10462],['XL20001934']
February-2020,02/06/2020,2020,05 PM,212.0,1,21200,Census Tract 212,New York County,[360610212003000],[3000],[10037],['ML20002057']
February-2020,02/06/2020,2020,12 PM,109.03,1,10903,Census Tract 109.03,Westchester County,[361190109033020],[3020],[10607],['WL20001790']
February-2020,02/05/2020,2020,09 AM,81.0,1,8100,Census Tract 81,New York County,[360610081004000],[4000],[10011],['ML20001973']
February-2020,02/05/2020,2020,12 PM,7.0,1,700,Census Tract 7,Queens County,[360810007003003],[3003],[11101],['QL20001293']
February-2020,02/05/2020,2020,07 PM,779.04,1,77904,Census Tract 779.04,Queens County,[360810779042001],[2001],[11367],['QL20001305']
February-2020,02/05/2020,2020,09 PM,1529.02,1,152902,Census Tract 1529.02,Queens County,[360811529023000],[3000],[11362],['QL20001308']
February-2020,02/05/2020,2020,09 PM,1333.0,1,133300,Census Tract 1333,Queens County,[360811333003006],[3006],[11366],['QL20001309']
February-2020,02/05/2020,2020,06 AM,110.0,1,11000,Census Tract 110,Westchester County,[361190110002015],[2015],[10523],['WL20001728']
February-2020,02/05/2020,2020,09 AM,69.0,1,6900,Census Tract 69,Westchester County,[361190069003036],[3036],[10538],['WL20001734']
February-2020,02/05/2020,2020,10 AM,116.0,1,11600,Census Tract 116,Westchester County,[361190116003000],[3000],[10591],['WL20001740']
February-2020,02/05/2020,2020,11 AM,11.01,1,1101,Census Tract 11.01,Westchester County,[361190011012004],[2004],[10701],['WL20001743']
February-2020,02/05/2020,2020,11 AM,13.01,1,1301,Census Tract 13.01,Westchester County,[361190013011021],[1021],[10705],['WL20001748']
February-2020,02/05/2020,2020,12 PM,121.02,1,12102,Census Tract 121.02,Westchester County,[361190121023027],[3027],[10594],['WL20001754']
February-2020,02/05/2020,2020,02 PM,50.02,1,5002,Census Tract 50.02,Westchester County,[361190050023013],[3013],[10709],['WL20001761']
February-2020,02/05/2020,2020,07 PM,114.0,1,11400,Census Tract 114,Westchester County,[361190114001047],[1047],[10533],['WL20001773']
February-2020,02/05/2020,2020,07 PM,108.03,1,10803,Census Tract 108.03,Westchester County,[361190108032010],[2010],[10530],['WL20001774']
February-2020,02/05/2020,2020,08 PM,215.02,1,21502,Census Tract 215.02,Bronx County,[360050215022001],[2001],[10452],['XL20001895']
February-2020,02/04/2020,2020,12 AM,109.02,1,10902,Census Tract 109.02,Westchester County,[361190109024025],[4025],[10607],['WL20001668']
February-2020,02/04/2020,2020,09 AM,164.0,1,16400,Census Tract 164,New York County,[360610164004000],[4000],[10029],['ML20001917']
February-2020,02/04/2020,2020,09 AM,97.0,1,9700,Census Tract 97,New York County,[360610097003000],[3000],[10001],['ML20001918']
February-2020,02/04/2020,2020,10 AM,170.0,1,17000,Census Tract 170,New York County,[360610170003001],[3001],[10029],['ML20001924']
February-2020,02/04/2020,2020,03 PM,170.0,1,17000,Census Tract 170,New York County,[360610170002000],[2000],[10029],['ML20001942']
February-2020,02/04/2020,2020,08 AM,1409.01,1,140901,Census Tract 1409.01,Queens County,[360811409011001],[1001],[11364],['QL20001251']
February-2020,02/04/2020,2020,09 AM,1409.01,1,140901,Census Tract 1409.01,Queens County,[360811409011008],[1008],[11364],['QL20001254']
February-2020,02/04/2020,2020,02 PM,19.0,1,1900,Census Tract 19,Queens County,[360810019001060],[1060],[11101],['QL20001267']
February-2020,02/04/2020,2020,07 PM,1175.0,1,117500,Census Tract 1175,Queens County,[360811175004007],[4007],[11358],['QL20001281']
February-2020,02/04/2020,2020,09 PM,1429.0,1,142900,Census Tract 1429,Queens County,[360811429001005],[1005],[11358],['QL20001282']
February-2020,02/04/2020,2020,07 AM,68.01,1,6801,Census Tract 68.01,Westchester County,[361190068014005],[4005],[10583],['WL20001671']
February-2020,02/04/2020,2020,08 AM,109.03,1,10903,Census Tract 109.03,Westchester County,[361190109032021],[2021],[10607],['WL20001672']
February-2020,02/04/2020,2020,08 AM,75.0,1,7500,Census Tract 75,Westchester County,[361190075002004],[2004],[10580],['WL20001673']
February-2020,02/04/2020,2020,08 AM,13.02,1,1302,Census Tract 13.02,Westchester County,[361190013021006],[1006],[10705],['WL20001675']
February-2020,02/04/2020,2020,08 AM,112.0,1,11200,Census Tract 112,Westchester County,[361190112004040],[4040],[10523],['WL20001676']
February-2020,02/04/2020,2020,09 AM,97.01,1,9701,Census Tract 97.01,Westchester County,[361190097013016],[3016],[10605],['WL20001679']
February-2020,02/04/2020,2020,11 AM,75.0,1,7500,Census Tract 75,Westchester County,[361190075002014],[2014],[10580],['WL20001685']
February-2020,02/04/2020,2020,12 PM,48.0,1,4800,Census Tract 48,Westchester County,[361190048001009],[1009],[10707],['WL20001691']
February-2020,02/04/2020,2020,01 PM,75.0,1,7500,Census Tract 75,Westchester County,[361190075002017],[2017],[10580],['WL20001697']
February-2020,02/04/2020,2020,07 AM,65.0,1,6500,Census Tract 65,Bronx County,[360050065003000],[3000],[10451],['XL20001783']
February-2020,02/04/2020,2020,08 AM,323.0,1,32300,Census Tract 323,Bronx County,[360050323001001],[1001],[10471],['XL20001787']
February-2020,02/04/2020,2020,11 AM,300.0,1,30000,Census Tract 300,Bronx County,[360050300002006],[2006],[10461],['XL20001799']
February-2020,02/03/2020,2020,08 AM,15.01,1,1501,Census Tract 15.01,New York County,[360610015011015],[1015],[10038],['ML20001848']
February-2020,02/03/2020,2020,11 AM,180.0,1,18000,Census Tract 180,New York County,[360610180003002],[3002],[10029],['ML20001863']
February-2020,02/03/2020,2020,12 PM,55.02,1,5502,Census Tract 55.02,New York County,[360610055021001],[1001],[10012],['ML20001865']
February-2020,02/03/2020,2020,04 PM,15.01,1,1501,Census Tract 15.01,New York County,[360610015012000],[2000],[10038],['ML20001878']
February-2020,02/03/2020,2020,04 PM,198.0,1,19800,Census Tract 198,New York County,[360610198001003],[1003],[10035],['ML20001880']
February-2020,02/03/2020,2020,08 PM,196.0,1,19600,Census Tract 196,New York County,[360610196002001],[2001],[10035],['ML20001896']
February-2020,02/03/2020,2020,12 PM,19.0,1,1900,Census Tract 19,Queens County,[360810019001006],[1006],[11101],['QL20001223']
February-2020,02/03/2020,2020,01 PM,85.0,1,8500,Census Tract 85,Queens County,[360810085002000],[2000],[11101],['QL20001231']
February-2020,02/03/2020,2020,09 AM,89.02,1,8902,Census Tract 89.02,Westchester County,[361190089023002],[3002],[10604],['WL20001625']
February-2020,02/03/2020,2020,09 AM,139.0,1,13900,Census Tract 139,Westchester County,[361190139003005],[3005],[10520],['WL20001626']
February-2020,02/03/2020,2020,10 AM,69.0,1,6900,Census Tract 69,Westchester County,[361190069004003],[4003],[10538],['WL20001630']
February-2020,02/03/2020,2020,11 AM,69.0,1,6900,Census Tract 69,Westchester County,[361190069004003],[4003],[10538],['WL20001634']
February-2020,02/03/2020,2020,12 PM,139.0,1,13900,Census Tract 139,Westchester County,[361190139002000],[2000],[10520],['WL20001640']
February-2020,02/03/2020,2020,01 PM,21.03,1,2103,Census Tract 21.03,Westchester County,[361190021031016],[1016],[10707],['WL20001643']
February-2020,02/03/2020,2020,02 PM,109.02,1,10902,Census Tract 109.02,Westchester County,[361190109024025],[4025],[10603],['WL20001648']
February-2020,02/03/2020,2020,03 PM,131.02,1,13102,Census Tract 131.02,Westchester County,[361190131023019],[3019],[10514],['WL20001650']
February-2020,02/03/2020,2020,04 PM,136.0,1,13600,Census Tract 136,Westchester County,[361190136003012],[3012],[10562],['WL20001652']
February-2020,02/03/2020,2020,05 PM,118.0,1,11800,Census Tract 118,Westchester County,[361190118003037],[3037],[10570],['WL20001654']
February-2020,02/03/2020,2020,06 PM,130.0,1,13000,Census Tract 130,Westchester County,[361190130003000],[3000],[10549],['WL20001660']
February-2020,02/03/2020,2020,08 PM,130.0,1,13000,Census Tract 130,Westchester County,[361190130002001],[2001],[10549],['WL20001665']
February-2020,02/03/2020,2020,09 PM,116.0,1,11600,Census Tract 116,Westchester County,[361190116003000],[3000],[10591],['WL20001666']
February-2020,02/03/2020,2020,10 AM,28.0,1,2800,Census Tract 28,Bronx County,[360050028001009],[1009],[10473],['XL20001737']
February-2020,02/03/2020,2020,11 AM,266.01,1,26601,Census Tract 266.01,Bronx County,[360050266011004],[1004],[10461],['XL20001743']
February-2020,02/03/2020,2020,12 PM,54.0,1,5400,Census Tract 54,Bronx County,[360050054003002],[3002],[10472],['XL20001744']
February-2020,02/03/2020,2020,06 PM,297.0,1,29700,Census Tract 297,Bronx County,[360050297002000],[2000],[10463],['XL20001769']
February-2020,02/02/2020,2020,02 PM,1099.0,1,109900,Census Tract 1099,Queens County,[360811099001006],[1006],[11361],['QL20001205']
February-2020,02/02/2020,2020,12 PM,78.0,1,7800,Census Tract 78,Westchester County,[361190078003006],[3006],[10573],['WL20001608']
February-2020,02/02/2020,2020,04 PM,72.0,1,7200,Census Tract 72,Westchester County,[361190072002023],[2023],[10543],['WL20001611']
February-2020,02/02/2020,2020,10 PM,106.0,1,10600,Census Tract 106,Westchester County,[361190106003008],[3008],[10502],['WL20001613']
February-2020,02/02/2020,2020,02 PM,462.02,1,46202,Census Tract 462.02,Bronx County,[360050462025002],[5002],[10469],['XL20001717']
February-2020,02/01/2020,2020,01 AM,1341.0,1,134100,Census Tract 1341,Queens County,[360811341002007],[2007],[11365],['QL20001118']
February-2020,02/01/2020,2020,03 PM,287.0,1,28700,Census Tract 287,New York County,[360610287001005],[1005],[10034],['ML20001717']
February-2020,02/01/2020,2020,09 PM,133.0,1,13300,Census Tract 133,New York County,[360610133004001],[4001],[10019],['ML20001728']
February-2020,02/01/2020,2020,09 AM,1347.0,1,134700,Census Tract 1347,Queens County,[360811347001005],[1005],[11365],['QL20001122']
February-2020,02/01/2020,2020,11 AM,1621.0,1,162100,Census Tract 1621,Queens County,[360811621002001],[2001],[11427],['QL20001126']
February-2020,02/01/2020,2020,11 AM,869.0,1,86900,Census Tract 869,Queens County,[360810869002021],[2021],[11354],['QL20001128']
February-2020,02/01/2020,2020,08 AM,99.0,1,9900,Census Tract 99,Westchester County,[361190099003003],[3003],[10583],['WL20001500']
February-2020,02/01/2020,2020,09 AM,122.0,1,12200,Census Tract 122,Westchester County,[361190122004006],[4006],[10570],['WL20001503']
February-2020,02/01/2020,2020,01 PM,21.03,1,2103,Census Tract 21.03,Westchester County,[361190021031016],[1016],[10707],['WL20001512']
February-2020,02/01/2020,2020,02 PM,67.0,1,6700,Census Tract 67,Westchester County,[361190067001012],[1012],[10804],['WL20001514']
February-2020,02/01/2020,2020,07 PM,20.0,1,2000,Census Tract 20,Westchester County,[361190020002010],[2010],[10710],['WL20001526']
February-2020,02/01/2020,2020,09 AM,429.02,1,42902,Census Tract 429.02,Bronx County,[360050429021000],[1000],[10467],['XL20001620']
February-2020,02/01/2020,2020,08 PM,50.02,1,5002,Census Tract 50.02,Westchester County,[361190050023001],[3001],[10583],['WL20001528']
January-2020,01/31/2020,2020,09 AM,129.0,1,12900,Census Tract 129,New York County,[360610129002004],[2004],[10036],['ML20001664']
January-2020,01/31/2020,2020,11 AM,16.0,1,1600,Census Tract 16,New York County,[360610016004000],[4000],[10002],['ML20001673']
January-2020,01/31/2020,2020,02 PM,171.0,1,17100,Census Tract 171,New York County,[360610171003001],[3001],[10024],['ML20001684']
January-2020,01/31/2020,2020,08 AM,1617.0,1,161700,Census Tract 1617,Queens County,[360811617003004],[3004],[11426],['QL20001079']
January-2020,01/31/2020,2020,11 AM,945.0,1,94500,Census Tract 945,Queens County,[360810945001014],[1014],[11356],['QL20001086']
January-2020,01/31/2020,2020,03 PM,1467.0,1,146700,Census Tract 1467,Queens County,[360811467001003],[1003],[11361],['QL20001105']
January-2020,01/31/2020,2020,07 PM,97.0,1,9700,Census Tract 97,Queens County,[360810097004001],[4001],[11105],['QL20001110']
January-2020,01/31/2020,2020,09 AM,8.01,1,801,Census Tract 8.01,Westchester County,[361190008013001],[3001],[10703],['WL20001455']
January-2020,01/31/2020,2020,09 AM,65.0,1,6500,Census Tract 65,Westchester County,[361190065003000],[3000],[10801],['WL20001457']
January-2020,01/31/2020,2020,09 AM,108.03,1,10803,Census Tract 108.03,Westchester County,[361190108032018],[2018],[10530],['WL20001458']
January-2020,01/31/2020,2020,09 AM,7.01,1,701,Census Tract 7.01,Westchester County,[361190007012011],[2011],[10701],['WL20001459']
January-2020,01/31/2020,2020,09 AM,15.04,1,1504,Census Tract 15.04,Westchester County,[361190015042003],[2003],[10704],['WL20001460']
January-2020,01/31/2020,2020,11 AM,11.01,1,1101,Census Tract 11.01,Westchester County,[361190011011005],[1005],[10701],['WL20001474']
January-2020,01/31/2020,2020,12 PM,15.04,1,1504,Census Tract 15.04,Westchester County,[361190015043009],[3009],[10704],['WL20001475']
January-2020,01/31/2020,2020,04 PM,7.02,1,702,Census Tract 7.02,Westchester County,[361190007021001],[1001],[10701],['WL20001491']
January-2020,01/30/2020,2020,07 AM,109.0,1,10900,Census Tract 109,New York County,[360610109001006],[1006],[10011],['ML20001594']
January-2020,01/30/2020,2020,10 AM,182.0,1,18200,Census Tract 182,New York County,[360610182005002],[5002],[10029],['ML20001605']
January-2020,01/30/2020,2020,10 AM,86.03,1,8603,Census Tract 86.03,New York County,[360610086031000],[1000],[10022],['ML20001609']
January-2020,01/30/2020,2020,11 AM,50.0,1,5000,Census Tract 50,New York County,[360610050002002],[2002],[10003],['ML20001614']
January-2020,01/30/2020,2020,01 PM,311.0,1,31100,Census Tract 311,New York County,[360610311001000],[1000],[10034],['ML20001630']
January-2020,01/30/2020,2020,09 PM,109.0,1,10900,Census Tract 109,New York County,[360610109001006],[1006],[10001],['ML20001651']
January-2020,01/30/2020,2020,11 AM,1529.01,1,152901,Census Tract 1529.01,Queens County,[360811529013006],[3006],[11362],['QL20001052']
January-2020,01/30/2020,2020,01 PM,1039.0,1,103900,Census Tract 1039,Queens County,[360811039003004],[3004],[11357],['QL20001059']
January-2020,01/30/2020,2020,02 PM,1039.0,1,103900,Census Tract 1039,Queens County,[360811039003004],[3004],[11357],['QL20001062']
January-2020,01/30/2020,2020,03 PM,1571.01,1,157101,Census Tract 1571.01,Queens County,[360811571016007],[6007],[11426],['QL20001067']
January-2020,01/30/2020,2020,06 PM,1441.0,1,144100,Census Tract 1441,Queens County,[360811441001005],[1005],[11361],['QL20001074']
January-2020,01/30/2020,2020,06 PM,97.0,1,9700,Census Tract 97,Queens County,[360810097004001],[4001],[11105],['QL20001075']
January-2020,01/30/2020,2020,08 AM,99.0,1,9900,Census Tract 99,Westchester County,[361190099001010],[1010],[10583],['WL20001372']
January-2020,01/30/2020,2020,08 AM,22.02,1,2202,Census Tract 22.02,Westchester County,[361190022022004],[2004],[10708],['WL20001373']
January-2020,01/30/2020,2020,09 AM,22.01,1,2201,Census Tract 22.01,Westchester County,[361190022011016],[1016],[10710],['WL20001378']
January-2020,01/30/2020,2020,09 AM,24.03,1,2403,Census Tract 24.03,Westchester County,[361190024032002],[2002],[10704],['WL20001379']
January-2020,01/30/2020,2020,11 AM,60.0,1,6000,Census Tract 60,Westchester County,[361190060001021],[1021],[10801],['WL20001384']
January-2020,01/30/2020,2020,11 AM,118.0,1,11800,Census Tract 118,Westchester County,[361190118003037],[3037],[10570],['WL20001387']
January-2020,01/30/2020,2020,12 PM,85.0,1,8500,Census Tract 85,Westchester County,[361190085002002],[2002],[10580],['WL20001392']
January-2020,01/30/2020,2020,01 PM,21.04,1,2104,Census Tract 21.04,Westchester County,[361190021042030],[2030],[10710],['WL20001393']
January-2020,01/30/2020,2020,02 PM,24.04,1,2404,Census Tract 24.04,Westchester County,[361190024041011],[1011],[10704],['WL20001400']
January-2020,01/30/2020,2020,05 PM,20.0,1,2000,Census Tract 20,Westchester County,[361190020003000],[3000],[10710],['WL20001413']
January-2020,01/30/2020,2020,05 PM,121.01,1,12101,Census Tract 121.01,Westchester County,[361190121012013],[2013],[10570],['WL20001416']
January-2020,01/30/2020,2020,05 PM,39.0,1,3900,Census Tract 39,Westchester County,[361190039001009],[1009],[10552],['WL20001417']
January-2020,01/30/2020,2020,05 PM,118.0,1,11800,Census Tract 118,Westchester County,[361190118003078],[3078],[10570],['WL20001420']
January-2020,01/30/2020,2020,08 PM,68.01,1,6801,Census Tract 68.01,Westchester County,[361190068012015],[2015],[10583],['WL20001440']
January-2020,01/30/2020,2020,09 PM,132.01,1,13201,Census Tract 132.01,Westchester County,[361190132012016],[2016],[10510],['WL20001441']
January-2020,01/30/2020,2020,09 PM,52.0,1,5200,Census Tract 52,Westchester County,[361190052002013],[2013],[10709],['WL20001444']
January-2020,01/29/2020,2020,07 AM,76.0,1,7600,Census Tract 76,New York County,[360610076001000],[1000],[10016],['ML20001544']
January-2020,01/29/2020,2020,08 AM,111.0,1,11100,Census Tract 111,New York County,[360610111002005],[2005],[10001],['ML20001547']
January-2020,01/29/2020,2020,03 PM,56.0,1,5600,Census Tract 56,New York County,[360610056001000],[1000],[10016],['ML20001572']
January-2020,01/29/2020,2020,09 AM,1267.0,1,126700,Census Tract 1267,Queens County,[360811267001009],[1009],[11432],['QL20001010']
January-2020,01/29/2020,2020,09 AM,169.0,1,16900,Census Tract 169,Queens County,[360810169004000],[4000],[11377],['QL20001012']
January-2020,01/29/2020,2020,01 PM,1277.0,1,127700,Census Tract 1277,Queens County,[360811277001009],[1009],[11432],['QL20001028']
January-2020,01/29/2020,2020,08 AM,2.03,1,203,Census Tract 2.03,Westchester County,[361190002032010],[2010],[10705],['WL20001317']
January-2020,01/29/2020,2020,09 AM,97.01,1,9701,Census Tract 97.01,Westchester County,[361190097013018],[3018],[10605],['WL20001322']
January-2020,01/29/2020,2020,09 AM,2.03,1,203,Census Tract 2.03,Westchester County,[361190002032009],[2009],[10705],['WL20001332']
January-2020,01/29/2020,2020,11 AM,82.0,1,8200,Census Tract 82,Westchester County,[361190082003012],[3012],[10573],['WL20001335']
January-2020,01/29/2020,2020,12 PM,107.01,1,10701,Census Tract 107.01,Westchester County,[361190107011025],[1025],[10502],['WL20001338']
January-2020,01/29/2020,2020,12 PM,14.02,1,1402,Census Tract 14.02,Westchester County,[361190014021012],[1012],[10705],['WL20001339']
January-2020,01/29/2020,2020,02 PM,14.01,1,1401,Census Tract 14.01,Westchester County,[361190014011004],[1004],[10704],['WL20001346']
January-2020,01/29/2020,2020,06 PM,8.01,1,801,Census Tract 8.01,Westchester County,[361190008011002],[1002],[10701],['WL20001365']
January-2020,01/29/2020,2020,09 AM,318.0,1,31800,Census Tract 318,Bronx County,[360050318002006],[2006],[10469],['XL20001451']
January-2020,01/29/2020,2020,11 AM,194.0,1,19400,Census Tract 194,Bronx County,[360050194001002],[1002],[10462],['XL20001457']
January-2020,01/29/2020,2020,03 PM,138.0,1,13800,Census Tract 138,Westchester County,[361190138001002],[1002],[10520],['WL20001350']
January-2020,01/28/2020,2020,07 AM,79.0,1,7900,Census Tract 79,New York County,[360610079004006],[4006],[10014],['ML20001482']
January-2020,01/28/2020,2020,08 AM,188.0,1,18800,Census Tract 188,New York County,[360610188003000],[3000],[10029],['ML20001488']
January-2020,01/28/2020,2020,11 AM,243.02,1,24302,Census Tract 243.02,New York County,[360610243021005],[1005],[10039],['ML20001502']
January-2020,01/28/2020,2020,04 PM,109.0,1,10900,Census Tract 109,New York County,[360610109001006],[1006],[10001],['ML20001522']
January-2020,01/28/2020,2020,08 AM,803.02,1,80302,Census Tract 803.02,Queens County,[360810803021010],[1010],[11367],['QL20000968']
January-2020,01/28/2020,2020,09 AM,1579.03,1,157903,Census Tract 1579.03,Queens County,[360811579031007],[1007],[11001],['QL20000970']
January-2020,01/28/2020,2020,10 AM,1093.0,1,109300,Census Tract 1093,Queens County,[360811093002005],[2005],[11360],['QL20000976']
January-2020,01/28/2020,2020,02 PM,1181.0,1,118100,Census Tract 1181,Queens County,[360811181002003],[2003],[11358],['QL20000993']
January-2020,01/28/2020,2020,07 AM,85.0,1,8500,Census Tract 85,Westchester County,[361190085001007],[1007],[10528],['WL20001271']
January-2020,01/28/2020,2020,08 AM,117.0,1,11700,Census Tract 117,Westchester County,[361190117001038],[1038],[10591],['WL20001272']
January-2020,01/28/2020,2020,09 AM,107.01,1,10701,Census Tract 107.01,Westchester County,[361190107011023],[1023],[10706],['WL20001274']
January-2020,01/28/2020,2020,10 AM,17.0,1,1700,Census Tract 17,Westchester County,[361190017002013],[2013],[10701],['WL20001280']
January-2020,01/28/2020,2020,10 AM,73.0,1,7300,Census Tract 73,Westchester County,[361190073002014],[2014],[10543],['WL20001281']
January-2020,01/28/2020,2020,11 AM,77.0,1,7700,Census Tract 77,Westchester County,[361190077002014],[2014],[10580],['WL20001282']
January-2020,01/28/2020,2020,12 PM,54.0,1,5400,Census Tract 54,Westchester County,[361190054002017],[2017],[10803],['WL20001287']
January-2020,01/28/2020,2020,03 PM,72.0,1,7200,Census Tract 72,Westchester County,[361190072004002],[4002],[10543],['WL20001298']
January-2020,01/28/2020,2020,04 PM,107.01,1,10701,Census Tract 107.01,Westchester County,[361190107012018],[2018],[10710],['WL20001303']
January-2020,01/28/2020,2020,05 PM,82.0,1,8200,Census Tract 82,Westchester County,[361190082003012],[3012],[10573],['WL20001306']
January-2020,01/28/2020,2020,10 AM,215.01,1,21501,Census Tract 215.01,Bronx County,[360050215011000],[1000],[10453],['XL20001375']
January-2020,01/28/2020,2020,12 PM,343.0,1,34300,Census Tract 343,Bronx County,[360050343002004],[2004],[10471],['XL20001391']
January-2020,01/28/2020,2020,02 PM,390.0,1,39000,Census Tract 390,Bronx County,[360050390002001],[2001],[10467],['XL20001398']
January-2020,01/27/2020,2020,07 AM,163.0,1,16300,Census Tract 163,New York County,[360610163001005],[1005],[10024],['ML20001424']
January-2020,01/27/2020,2020,03 PM,112.01,1,11201,Census Tract 112.01,New York County,[360610112011003],[1003],[10019],['ML20001457']
January-2020,01/27/2020,2020,07 PM,8.0,1,800,Census Tract 8,New York County,[360610008006012],[6012],[10002],['ML20001468']
January-2020,01/27/2020,2020,08 PM,15.01,1,1501,Census Tract 15.01,New York County,[360610015013001],[3001],[10038],['ML20001472']
January-2020,01/27/2020,2020,05 AM,1579.01,1,157901,Census Tract 1579.01,Queens County,[360811579016017],[6017],[11004],['QL20000923']
January-2020,01/27/2020,2020,06 AM,1551.02,1,155102,Census Tract 1551.02,Queens County,[360811551025000],[5000],[11004],['QL20000924']
January-2020,01/27/2020,2020,09 AM,85.0,1,8500,Census Tract 85,Queens County,[360810085001008],[1008],[11101],['QL20000927']
January-2020,01/27/2020,2020,11 AM,1551.02,1,155102,Census Tract 1551.02,Queens County,[360811551023000],[3000],[11005],['QL20000934']
