MonthYear,CensusTract_2010,TotalReports,CensusTract_2010_ID,CensusTract_2010_NAME,CountyName_2010,GEOID_SCT,CensusBlockID_list,Zipcode_list,Ticket_list,Classification_list,Month,Year
February-2020,212.0,2,21200,Census Tract 212,New York County,36061021200,"[1001, 3000]","[10037, 10037]","['ML20002932', 'ML20002057']","['P', 'P']",2,2020
February-2020,211.0,1,21100,Census Tract 211,New York County,36061021100,[1005],[10027],['ML20002093'],['P'],2,2020
February-2020,198.0,1,19800,Census Tract 198,New York County,36061019800,[1003],[10035],['ML20001880'],['P'],2,2020
February-2020,196.0,1,19600,Census Tract 196,New York County,36061019600,[2001],[10035],['ML20001896'],['P'],2,2020
February-2020,195.0,1,19500,Census Tract 195,New York County,36061019500,[3000],[10025],['ML20002526'],['P'],2,2020
February-2020,187.0,1,18700,Census Tract 187,New York County,36061018700,[1000],[10025],['ML20002812'],['M'],2,2020
February-2020,183.0,1,18300,Census Tract 183,New York County,36061018300,[6000],[10025],['ML20002886'],['P'],2,2020
February-2020,180.0,1,18000,Census Tract 180,New York County,36061018000,[3002],[10029],['ML20001863'],['M'],2,2020
February-2020,179.0,1,17900,Census Tract 179,New York County,36061017900,[5001],[10024],['ML20002738'],['P'],2,2020
February-2020,170.0,2,17000,Census Tract 170,New York County,36061017000,"[3001, 2000]","[10029, 10029]","['ML20001924', 'ML20001942']","['P', 'P']",2,2020
February-2020,167.0,5,16700,Census Tract 167,New York County,36061016700,"[4001, 2001, 2001, 2001, 2001]","[10024, 10024, 10024, 10024, 10024]","['ML20003140', 'ML20002185', 'ML20002196', 'ML20002206', 'ML20002215']","['P', 'M', 'M', 'M', 'P']",2,2020
February-2020,164.0,1,16400,Census Tract 164,New York County,36061016400,[4000],[10029],['ML20001917'],['M'],2,2020
February-2020,163.0,1,16300,Census Tract 163,New York County,36061016300,[1005],[10024],['ML20002160'],['M'],2,2020
February-2020,161.0,2,16100,Census Tract 161,New York County,36061016100,"[5000, 1000]","[10023, 10024]","['ML20003202', 'ML20002440']","['M', 'M']",2,2020
February-2020,159.0,1,15900,Census Tract 159,New York County,36061015900,[6001],[10023],['ML20002792'],['M'],2,2020
February-2020,155.0,2,15500,Census Tract 155,New York County,36061015500,"[6000, 6000]","[10023, 10023]","['ML20003101', 'ML20003020']","['P', 'P']",2,2020
February-2020,145.0,1,14500,Census Tract 145,New York County,36061014500,[4000],[10023],['ML20002631'],['M'],2,2020
February-2020,142.0,1,14200,Census Tract 142,New York County,36061014200,[4001],[10075],['ML20002746'],['P'],2,2020
February-2020,137.0,1,13700,Census Tract 137,New York County,36061013700,[4000],[10019],['ML20002155'],['M'],2,2020
February-2020,135.0,2,13500,Census Tract 135,New York County,36061013500,"[2007, 1006]","[10019, 10019]","['ML20003233', 'ML20002385']","['P', 'P']",2,2020
February-2020,133.0,1,13300,Census Tract 133,New York County,36061013300,[4001],[10019],['ML20001728'],['P'],2,2020
February-2020,132.0,2,13200,Census Tract 132,New York County,36061013200,"[5000, 5000]","[10075, 10075]","['ML20003320', 'ML20003275']","['P', 'P']",2,2020
February-2020,129.0,1,12900,Census Tract 129,New York County,36061012900,[2007],[10036],['ML20002749'],['P'],2,2020
February-2020,127.0,2,12700,Census Tract 127,New York County,36061012700,"[4000, 5000]","[10019, 10019]","['ML20003032', 'ML20002449']","['P', 'P']",2,2020
February-2020,126.0,1,12600,Census Tract 126,New York County,36061012600,[1000],[10021],['ML20002198'],['P'],2,2020
February-2020,121.0,1,12100,Census Tract 121,New York County,36061012100,[4000],[10036],['ML20003302'],['M'],2,2020
February-2020,115.0,1,11500,Census Tract 115,New York County,36061011500,[2000],[10036],['ML20002779'],['M'],2,2020
February-2020,114.01,2,11401,Census Tract 114.01,New York County,36061011401,"[1003, 2002]","[10022, 10022]","['ML20002867', 'ML20002238']","['M', 'M']",2,2020
February-2020,113.0,1,11300,Census Tract 113,New York County,36061011300,[1008],[10018],['ML20002507'],['P'],2,2020
February-2020,112.02,2,11202,Census Tract 112.02,New York County,36061011202,"[1000, 1000]","[10022, 10022]","['ML20003061', 'ML20002661']","['P', 'P']",2,2020
February-2020,110.0,1,11000,Census Tract 110,New York County,36061011000,[6003],[10022],['ML20003253'],['P'],2,2020
February-2020,109.0,4,10900,Census Tract 109,New York County,36061010900,"[1007, 1007, 1007, 1002]","[10018, 10018, 10018, 10018]","['ML20002728', 'ML20002716', 'ML20002642', 'ML20002176']","['P', 'P', 'P', 'M']",2,2020
February-2020,108.0,2,10800,Census Tract 108,New York County,36061010800,"[2000, 2000]","[10022, 10022]","['ML20002999', 'ML20002486']","['P', 'M']",2,2020
February-2020,104.0,3,10400,Census Tract 104,New York County,36061010400,"[1002, 1002, 1002]","[10019, 10019, 10019]","['ML20002981', 'ML20002327', 'ML20002334']","['M', 'M', 'P']",2,2020
February-2020,102.0,1,10200,Census Tract 102,New York County,36061010200,[1005],[10022],['ML20002341'],['P'],2,2020
February-2020,100.0,1,10000,Census Tract 100,New York County,36061010000,[2000],[10022],['ML20002495'],['M'],2,2020
February-2020,98.0,1,9800,Census Tract 98,New York County,36061009800,[6000],[10022],['ML20003304'],['P'],2,2020
February-2020,97.0,1,9700,Census Tract 97,New York County,36061009700,[3000],[10001],['ML20001918'],['P'],2,2020
February-2020,94.0,1,9400,Census Tract 94,New York County,36061009400,[1002],[10036],['ML20003126'],['P'],2,2020
February-2020,92.0,1,9200,Census Tract 92,New York County,36061009200,[1009],[10017],['ML20003021'],['P'],2,2020
February-2020,84.0,3,8400,Census Tract 84,New York County,36061008400,"[2000, 2002, 2002]","[10016, 10018, 10018]","['ML20003293', 'ML20003222', 'ML20002402']","['P', 'M', 'P']",2,2020
February-2020,81.0,1,8100,Census Tract 81,New York County,36061008100,[4000],[10011],['ML20001973'],['P'],2,2020
February-2020,76.0,1,7600,Census Tract 76,New York County,36061007600,[2000],[10001],['ML20003064'],['P'],2,2020
February-2020,74.0,1,7400,Census Tract 74,New York County,36061007400,[1003],[10016],['ML20003002'],['M'],2,2020
February-2020,73.0,2,7300,Census Tract 73,New York County,36061007300,"[1002, 1002]","[10014, 10014]","['ML20003008', 'ML20002579']","['P', 'M']",2,2020
February-2020,72.0,1,7200,Census Tract 72,New York County,36061007200,[3000],[10016],['ML20003019'],['P'],2,2020
February-2020,71.0,1,7100,Census Tract 71,New York County,36061007100,[4003],[10014],['ML20002713'],['P'],2,2020
February-2020,68.0,1,6800,Census Tract 68,New York County,36061006800,[6000],[10016],['ML20002935'],['M'],2,2020
February-2020,61.0,1,6100,Census Tract 61,New York County,36061006100,[3002],[10003],['ML20002740'],['M'],2,2020
February-2020,57.0,1,5700,Census Tract 57,New York County,36061005700,[2002],[10003],['ML20003069'],['P'],2,2020
February-2020,55.02,1,5502,Census Tract 55.02,New York County,36061005502,[1001],[10012],['ML20001865'],['P'],2,2020
February-2020,54.0,1,5400,Census Tract 54,New York County,36061005400,[3000],[10011],['ML20002803'],['M'],2,2020
February-2020,47.0,2,4700,Census Tract 47,New York County,36061004700,"[1003, 1003]","[10012, 10012]","['ML20002846', 'ML20002205']","['M', 'M']",2,2020
February-2020,41.0,2,4100,Census Tract 41,New York County,36061004100,"[1000, 6001]","[10002, 10012]","['ML20003325', 'ML20002049']","['P', 'P']",2,2020
February-2020,40.0,1,4000,Census Tract 40,New York County,36061004000,[6000],[10003],['ML20002323'],['M'],2,2020
February-2020,39.0,2,3900,Census Tract 39,New York County,36061003900,"[3000, 1015]","[10013, 10013]","['ML20002922', 'ML20002466']","['M', 'M']",2,2020
February-2020,38.0,1,3800,Census Tract 38,New York County,36061003800,[6000],[10003],['ML20002963'],['P'],2,2020
February-2020,33.0,2,3300,Census Tract 33,New York County,36061003300,"[2001, 3022]","[10013, 10013]","['ML20003135', 'ML20002339']","['P', 'P']",2,2020
February-2020,30.02,1,3002,Census Tract 30.02,New York County,36061003002,[2001],[10002],['ML20002707'],['P'],2,2020
February-2020,30.01,1,3001,Census Tract 30.01,New York County,36061003001,[2002],[10002],['ML20002783'],['P'],2,2020
February-2020,29.0,2,2900,Census Tract 29,New York County,36061002900,"[4014, 4014]","[10038, 10038]","['ML20003072', 'ML20002042']","['M', 'P']",2,2020
February-2020,22.02,1,2202,Census Tract 22.02,New York County,36061002202,[1001],[10003],['ML20002448'],['M'],2,2020
February-2020,21.0,1,2100,Census Tract 21,New York County,36061002100,[2004],[10007],['ML20002599'],['P'],2,2020
February-2020,18.0,2,1800,Census Tract 18,New York County,36061001800,"[2001, 1001]","[10002, 10002]","['ML20002958', 'ML20002522']","['M', 'M']",2,2020
February-2020,15.01,3,1501,Census Tract 15.01,New York County,36061001501,"[2003, 1015, 2000]","[10038, 10038, 10038]","['ML20002243', 'ML20001848', 'ML20001878']","['P', 'P', 'P']",2,2020
February-2020,13.0,1,1300,Census Tract 13,New York County,36061001300,[1012],[10281],['ML20002099'],['M'],2,2020
February-2020,8.0,1,800,Census Tract 8,New York County,36061000800,[1000],[10002],['ML20002460'],['P'],2,2020
February-2020,7.0,1,700,Census Tract 7,New York County,36061000700,[1002],[10005],['ML20002793'],['P'],2,2020
February-2020,6.0,2,600,Census Tract 6,New York County,36061000600,"[3001, 1000]","[10002, 10002]","['ML20002715', 'ML20002265']","['M', 'P']",2,2020
February-2020,516.0,2,51600,Census Tract 516,Bronx County,36005051600,"[1013, 2006]","[10464, 10464]","['XL20002466', 'XL20002185']","['P', 'P']",2,2020
February-2020,462.02,1,46202,Census Tract 462.02,Bronx County,36005046202,[5002],[10469],['XL20001717'],['P'],2,2020
February-2020,429.02,1,42902,Census Tract 429.02,Bronx County,36005042902,[1000],[10467],['XL20001620'],['P'],2,2020
February-2020,391.0,1,39100,Census Tract 391,Bronx County,36005039100,[4000],[10458],['XL20002465'],['M'],2,2020
February-2020,389.0,1,38900,Census Tract 389,Bronx County,36005038900,[2003],[10458],['XL20002902'],['P'],2,2020
February-2020,386.0,2,38600,Census Tract 386,Bronx County,36005038600,"[5001, 4003]","[10469, 10469]","['XL20002640', 'XL20001986']","['M', 'M']",2,2020
February-2020,374.0,1,37400,Census Tract 374,Bronx County,36005037400,[1000],[10467],['XL20002754'],['P'],2,2020
February-2020,371.0,1,37100,Census Tract 371,Bronx County,36005037100,[1001],[10460],['XL20002486'],['P'],2,2020
February-2020,370.0,1,37000,Census Tract 370,Bronx County,36005037000,[3000],[10469],['XL20002586'],['P'],2,2020
February-2020,348.0,1,34800,Census Tract 348,Bronx County,36005034800,[1009],[10469],['XL20002292'],['P'],2,2020
February-2020,345.0,2,34500,Census Tract 345,Bronx County,36005034500,"[3000, 2004]","[10471, 10471]","['XL20002939', 'XL20002122']","['P', 'M']",2,2020
February-2020,337.0,2,33700,Census Tract 337,Bronx County,36005033700,"[3006, 3004]","[10471, 10471]","['XL20002927', 'XL20002533']","['M', 'P']",2,2020
February-2020,336.0,1,33600,Census Tract 336,Bronx County,36005033600,[6000],[10467],['XL20002791'],['P'],2,2020
February-2020,334.0,1,33400,Census Tract 334,Bronx County,36005033400,[1039],[10462],['XL20001934'],['P'],2,2020
February-2020,323.0,1,32300,Census Tract 323,Bronx County,36005032300,[1001],[10471],['XL20001787'],['P'],2,2020
February-2020,300.0,1,30000,Census Tract 300,Bronx County,36005030000,[2006],[10461],['XL20001799'],['M'],2,2020
February-2020,297.0,1,29700,Census Tract 297,Bronx County,36005029700,[2000],[10463],['XL20001769'],['P'],2,2020
February-2020,288.0,2,28800,Census Tract 288,Bronx County,36005028800,"[2002, 2002]","[10461, 10461]","['XL20002749', 'XL20002176']","['M', 'P']",2,2020
February-2020,287.0,1,28700,Census Tract 287,Bronx County,36005028700,[1000],[10463],['XL20002373'],['M'],2,2020
February-2020,279.0,1,27900,Census Tract 279,Bronx County,36005027900,[2002],[10463],['XL20002832'],['P'],2,2020
February-2020,274.02,1,27402,Census Tract 274.02,Bronx County,36005027402,[2002],[10465],['XL20002225'],['P'],2,2020
February-2020,274.01,1,27401,Census Tract 274.01,Bronx County,36005027401,[3009],[10465],['XL20002175'],['M'],2,2020
February-2020,266.01,1,26601,Census Tract 266.01,Bronx County,36005026601,[1004],[10461],['XL20001743'],['P'],2,2020
February-2020,253.0,1,25300,Census Tract 253,Bronx County,36005025300,[4001],[10468],['XL20002339'],['P'],2,2020
February-2020,230.0,1,23000,Census Tract 230,Bronx County,36005023000,[2004],[10462],['XL20002045'],['P'],2,2020
February-2020,224.03,1,22403,Census Tract 224.03,Bronx County,36005022403,[2001],[10462],['XL20002870'],['P'],2,2020
February-2020,218.0,1,21800,Census Tract 218,Bronx County,36005021800,[3001],[10460],['XL20002423'],['M'],2,2020
February-2020,215.02,1,21502,Census Tract 215.02,Bronx County,36005021502,[2001],[10452],['XL20001895'],['P'],2,2020
February-2020,210.02,1,21002,Census Tract 210.02,Bronx County,36005021002,[3000],[10462],['XL20001972'],['M'],2,2020
February-2020,204.0,1,20400,Census Tract 204,Bronx County,36005020400,[1001],[10461],['XL20002790'],['P'],2,2020
February-2020,200.0,1,20000,Census Tract 200,Bronx County,36005020000,[2007],[10461],['XL20002759'],['P'],2,2020
February-2020,194.0,1,19400,Census Tract 194,Bronx County,36005019400,[1002],[10465],['XL20002172'],['M'],2,2020
February-2020,185.0,1,18500,Census Tract 185,Bronx County,36005018500,[4001],[10456],['XL20002367'],['M'],2,2020
February-2020,183.01,1,18301,Census Tract 183.01,Bronx County,36005018301,[1001],[10451],['XL20002331'],['M'],2,2020
February-2020,181.02,1,18102,Census Tract 181.02,Bronx County,36005018102,[4000],[10456],['XL20002815'],['P'],2,2020
February-2020,152.0,1,15200,Census Tract 152,Bronx County,36005015200,[1000],[10465],['XL20001962'],['M'],2,2020
February-2020,141.0,1,14100,Census Tract 141,Bronx County,36005014100,[2001],[10451],['XL20002276'],['M'],2,2020
February-2020,138.0,1,13800,Census Tract 138,Bronx County,36005013800,[2010],[10465],['XL20002047'],['P'],2,2020
February-2020,118.0,1,11800,Census Tract 118,Bronx County,36005011800,[1003],[10465],['XL20002060'],['P'],2,2020
February-2020,65.0,3,6500,Census Tract 65,Bronx County,36005006500,"[2004, 1000, 3000]","[10451, 10455, 10451]","['XL20002949', 'XL20002648', 'XL20001783']","['P', 'P', 'P']",2,2020
February-2020,54.0,1,5400,Census Tract 54,Bronx County,36005005400,[3002],[10472],['XL20001744'],['P'],2,2020
February-2020,46.0,1,4600,Census Tract 46,Bronx County,36005004600,[1006],[10473],['XL20002158'],['M'],2,2020
February-2020,43.0,1,4300,Census Tract 43,Bronx County,36005004300,[2008],[10454],['XL20002500'],['P'],2,2020
February-2020,28.0,1,2800,Census Tract 28,Bronx County,36005002800,[1009],[10473],['XL20001737'],['M'],2,2020
February-2020,19.0,1,1900,Census Tract 19,Bronx County,36005001900,[3019],[10454],['XL20002897'],['P'],2,2020
February-2020,16.0,1,1600,Census Tract 16,Bronx County,36005001600,[2005],[10473],['XL20002646'],['P'],2,2020
January-2020,9810.0,1,981000,Census Tract 9810,Westchester County,36119981000,[1016],[10532],['WL20000275'],['M'],1,2020
January-2020,148.11,1,14811,Census Tract 148.11,Westchester County,36119014811,[2005],[10598],['WL20000631'],['M'],1,2020
January-2020,148.1,1,14810,Census Tract 148.10,Westchester County,36119014810,[2000],[10598],['WL20001055'],['M'],1,2020
January-2020,148.06,1,14806,Census Tract 148.06,Westchester County,36119014806,[5015],[10535],['WL20000133'],['M'],1,2020
January-2020,148.05,1,14805,Census Tract 148.05,Westchester County,36119014805,[1023],[10547],['WL20000085'],['M'],1,2020
January-2020,147.03,2,14703,Census Tract 147.03,Westchester County,36119014703,"[1003, 2011]","[10567, 10567]","['WL20001204', 'WL20000038']","['M', 'M']",1,2020
January-2020,146.06,2,14606,Census Tract 146.06,Westchester County,36119014606,"[1000, 1011]","[10567, 10567]","['WL20000436', 'WL20000192']","['M', 'M']",1,2020
January-2020,145.0,3,14500,Census Tract 145,Westchester County,36119014500,"[2002, 3004, 1004]","[10566, 10566, 10566]","['WL20000596', 'WL20000497', 'WL20000094']","['M', 'M', 'M']",1,2020
January-2020,144.0,3,14400,Census Tract 144,Westchester County,36119014400,"[2000, 3016, 2008]","[10566, 10566, 10566]","['WL20001048', 'WL20000935', 'WL20000276']","['P', 'M', 'M']",1,2020
January-2020,143.0,1,14300,Census Tract 143,Westchester County,36119014300,[2003],[10566],['WL20001031'],['M'],1,2020
January-2020,141.0,3,14100,Census Tract 141,Westchester County,36119014100,"[1012, 3018, 4003]","[10566, 10566, 10566]","['WL20000221', 'WL20000029', 'WL20000051']","['M', 'M', 'P']",1,2020
January-2020,140.0,2,14000,Census Tract 140,Westchester County,36119014000,"[1019, 2002]","[10511, 10511]","['WL20000883', 'WL20000899']","['P', 'M']",1,2020
January-2020,139.0,11,13900,Census Tract 139,Westchester County,36119013900,"[1001, 1005, 2000, 3000, 4035, 3001, 1005, 4024, 4000, 3007, 4000]","[10520, 10520, 10520, 10520, 10520, 10520, 10520, 10520, 10520, 10520, 10520]","['WL20001063', 'WL20000958', 'WL20000698', 'WL20000721', 'WL20000627', 'WL20000641', 'WL20000308', 'WL20000327', 'WL20000189', 'WL20000232', 'WL20000233']","['P', 'P', 'P', 'P', 'P', 'M', 'M', 'M', 'M', 'M', 'M']",1,2020
January-2020,138.0,5,13800,Census Tract 138,Westchester County,36119013800,"[1002, 2035, 1008, 3017, 1002]","[10520, 10520, 10520, 10520, 10520]","['WL20001350', 'WL20000966', 'WL20000306', 'WL20000311', 'WL20000317']","['P', 'M', 'M', 'M', 'M']",1,2020
January-2020,137.0,3,13700,Census Tract 137,Westchester County,36119013700,"[1039, 1000, 1011]","[10562, 10562, 10562]","['WL20000257', 'WL20000206', 'WL20000217']","['P', 'P', 'P']",1,2020
January-2020,136.0,3,13600,Census Tract 136,Westchester County,36119013600,"[2008, 2008, 3021]","[10562, 10562, 10562]","['WL20001012', 'WL20001024', 'WL20000373']","['M', 'P', 'M']",1,2020
January-2020,135.0,1,13500,Census Tract 135,Westchester County,36119013500,[1007],[10562],['WL20000077'],['M'],1,2020
January-2020,132.02,3,13202,Census Tract 132.02,Westchester County,36119013202,"[1010, 2004, 2010]","[10510, 10510, 10510]","['WL20000524', 'WL20000437', 'WL20000108']","['P', 'M', 'M']",1,2020
January-2020,132.01,3,13201,Census Tract 132.01,Westchester County,36119013201,"[2016, 2038, 1007]","[10510, 10510, 10510]","['WL20001441', 'WL20001162', 'WL20001101']","['M', 'M', 'M']",1,2020
January-2020,131.04,5,13104,Census Tract 131.04,Westchester County,36119013104,"[4006, 1039, 4016, 4016, 2006]","[10514, 10549, 10514, 10514, 10514]","['WL20001152', 'WL20000470', 'WL20000407', 'WL20000446', 'WL20000136']","['M', 'P', 'M', 'M', 'P']",1,2020
January-2020,130.0,3,13000,Census Tract 130,Westchester County,36119013000,"[2001, 2027, 3012]","[10549, 10549, 10549]","['WL20001072', 'WL20000812', 'WL20000139']","['P', 'M', 'M']",1,2020
January-2020,128.02,1,12802,Census Tract 128.02,Westchester County,36119012802,[2006],[10507],['WL20000360'],['M'],1,2020
January-2020,127.0,1,12700,Census Tract 127,Westchester County,36119012700,[2002],[10506],['WL20001221'],['P'],1,2020
January-2020,123.04,4,12304,Census Tract 123.04,Westchester County,36119012304,"[1013, 1015, 1012, 1002]","[10504, 10504, 10504, 10504]","['WL20000314', 'WL20000325', 'WL20000196', 'WL20000209']","['M', 'M', 'M', 'M']",1,2020
January-2020,123.03,3,12303,Census Tract 123.03,Westchester County,36119012303,"[1035, 3012, 3036]","[10504, 10504, 10504]","['WL20001166', 'WL20000533', 'WL20000256']","['M', 'M', 'P']",1,2020
January-2020,122.0,3,12200,Census Tract 122,Westchester County,36119012200,"[5032, 4006, 5028]","[10570, 10570, 10570]","['WL20000999', 'WL20000195', 'WL20000219']","['P', 'M', 'M']",1,2020
January-2020,121.02,1,12102,Census Tract 121.02,Westchester County,36119012102,[3024],[10594],['WL20000266'],['M'],1,2020
January-2020,121.01,2,12101,Census Tract 121.01,Westchester County,36119012101,"[2013, 2019]","[10570, 10570]","['WL20001416', 'WL20000058']","['M', 'M']",1,2020
January-2020,120.0,1,12000,Census Tract 120,Westchester County,36119012000,[2022],[10532],['WL20000886'],['P'],1,2020
January-2020,119.02,3,11902,Census Tract 119.02,Westchester County,36119011902,"[3004, 2034, 2016]","[10595, 10595, 10595]","['WL20000598', 'WL20000211', 'WL20000231']","['M', 'P', 'P']",1,2020
January-2020,118.0,4,11800,Census Tract 118,Westchester County,36119011800,"[3037, 3078, 3037, 3037]","[10570, 10570, 10570, 10570]","['WL20001387', 'WL20001420', 'WL20001217', 'WL20001130']","['M', 'M', 'M', 'P']",1,2020
January-2020,117.0,1,11700,Census Tract 117,Westchester County,36119011700,[1038],[10591],['WL20001272'],['M'],1,2020
January-2020,116.0,3,11600,Census Tract 116,Westchester County,36119011600,"[3013, 3000, 3007]","[10591, 10591, 10591]","['WL20000420', 'WL20000229', 'WL20000185']","['P', 'M', 'M']",1,2020
January-2020,114.0,7,11400,Census Tract 114,Westchester County,36119011400,"[1041, 4018, 1001, 4009, 1017, 4007, 2004]","[10591, 10591, 10591, 10591, 10591, 10591, 10591]","['WL20000948', 'WL20000970', 'WL20000759', 'WL20000660', 'WL20000550', 'WL20000512', 'WL20000115']","['M', 'M', 'M', 'M', 'M', 'M', 'P']",1,2020
January-2020,113.0,4,11300,Census Tract 113,Westchester County,36119011300,"[1001, 4003, 5001, 1021]","[10533, 10533, 10533, 10533]","['WL20001007', 'WL20000898', 'WL20000538', 'WL20000285']","['M', 'M', 'P', 'P']",1,2020
January-2020,112.0,4,11200,Census Tract 112,Westchester County,36119011200,"[1003, 4035, 3025, 2040]","[10523, 10523, 10523, 10523]","['WL20001115', 'WL20001033', 'WL20000929', 'WL20000917']","['M', 'M', 'M', 'M']",1,2020
January-2020,111.02,1,11102,Census Tract 111.02,Westchester County,36119011102,[2002],[10530],['WL20000967'],['M'],1,2020
January-2020,111.01,4,11101,Census Tract 111.01,Westchester County,36119011101,"[4019, 1007, 3011, 3001]","[10607, 10591, 10607, 10607]","['WL20001080', 'WL20001022', 'WL20000502', 'WL20000260']","['M', 'M', 'M', 'P']",1,2020
January-2020,110.0,1,11000,Census Tract 110,Westchester County,36119011000,[1025],[10523],['WL20000747'],['M'],1,2020
January-2020,109.03,2,10903,Census Tract 109.03,Westchester County,36119010903,"[1000, 4041]","[10603, 10607]","['WL20000546', 'WL20000016']","['M', 'P']",1,2020
January-2020,109.02,3,10902,Census Tract 109.02,Westchester County,36119010902,"[3008, 4020, 4025]","[10607, 10603, 10607]","['WL20000592', 'WL20000495', 'WL20000318']","['M', 'M', 'M']",1,2020
January-2020,109.01,1,10901,Census Tract 109.01,Westchester County,36119010901,[1017],[10603],['WL20000025'],['M'],1,2020
January-2020,108.03,3,10803,Census Tract 108.03,Westchester County,36119010803,"[2018, 2013, 2018]","[10530, 10530, 10530]","['WL20001458', 'WL20001253', 'WL20001139']","['M', 'P', 'M']",1,2020
January-2020,108.01,1,10801,Census Tract 108.01,Westchester County,36119010801,[2002],[10530],['WL20001018'],['M'],1,2020
January-2020,107.02,3,10702,Census Tract 107.02,Westchester County,36119010702,"[2017, 2028, 2020]","[10583, 10583, 10583]","['WL20001050', 'WL20000649', 'WL20000591']","['M', 'M', 'P']",1,2020
January-2020,107.01,5,10701,Census Tract 107.01,Westchester County,36119010701,"[1025, 1023, 2018, 2018, 4015]","[10502, 10706, 10710, 10710, 10583]","['WL20001338', 'WL20001274', 'WL20001303', 'WL20001047', 'WL20000369']","['M', 'M', 'M', 'M', 'P']",1,2020
January-2020,106.0,7,10600,Census Tract 106,Westchester County,36119010600,"[1009, 3008, 3008, 3008, 1015, 1020, 3036]","[10502, 10502, 10502, 10502, 10502, 10502, 10502]","['WL20001233', 'WL20001263', 'WL20001049', 'WL20001093', 'WL20001000', 'WL20000665', 'WL20000673']","['M', 'M', 'P', 'P', 'M', 'P', 'P']",1,2020
January-2020,105.0,1,10500,Census Tract 105,Westchester County,36119010500,[5014],[10522],['WL20000680'],['P'],1,2020
January-2020,104.0,3,10400,Census Tract 104,Westchester County,36119010400,"[3010, 1007, 1005]","[10522, 10522, 10522]","['WL20001110', 'WL20000950', 'WL20000962']","['M', 'M', 'P']",1,2020
January-2020,101.0,4,10100,Census Tract 101,Westchester County,36119010100,"[3027, 2010, 2010, 2009]","[10583, 10583, 10583, 10583]","['WL20000925', 'WL20000520', 'WL20000527', 'WL20000561']","['P', 'M', 'M', 'M']",1,2020
January-2020,100.0,2,10000,Census Tract 100,Westchester County,36119010000,"[4017, 3003]","[10583, 10583]","['WL20000583', 'WL20000595']","['M', 'M']",1,2020
January-2020,99.0,9,9900,Census Tract 99,Westchester County,36119009900,"[1010, 2001, 1008, 3003, 3004, 2001, 2001, 3006, 3006]","[10583, 10583, 10583, 10583, 10583, 10583, 10583, 10583, 10583]","['WL20001372', 'WL20001104', 'WL20001032', 'WL20000937', 'WL20000714', 'WL20000650', 'WL20000664', 'WL20000262', 'WL20000264']","['P', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M']",1,2020
January-2020,98.0,6,9800,Census Tract 98,Westchester County,36119009800,"[4010, 2024, 2000, 2000, 4010, 4012]","[10583, 10583, 10583, 10583, 10583, 10583]","['WL20001147', 'WL20000877', 'WL20000894', 'WL20000919', 'WL20000629', 'WL20000030']","['M', 'M', 'M', 'M', 'M', 'M']",1,2020
January-2020,97.03,3,9703,Census Tract 97.03,Westchester County,36119009703,"[1015, 4000, 3002]","[10605, 10605, 10605]","['WL20001179', 'WL20001034', 'WL20000298']","['P', 'P', 'M']",1,2020
January-2020,97.02,1,9702,Census Tract 97.02,Westchester County,36119009702,[2023],[10605],['WL20000639'],['M'],1,2020
January-2020,97.01,4,9701,Census Tract 97.01,Westchester County,36119009701,"[3018, 2003, 3018, 3000]","[10605, 10605, 10605, 10605]","['WL20001322', 'WL20001068', 'WL20001095', 'WL20000544']","['P', 'M', 'M', 'M']",1,2020
January-2020,96.0,1,9600,Census Tract 96,Westchester County,36119009600,[4011],[10606],['WL20001079'],['M'],1,2020
January-2020,95.0,2,9500,Census Tract 95,Westchester County,36119009500,"[3009, 3009]","[10605, 10605]","['WL20000997', 'WL20000988']","['M', 'M']",1,2020
January-2020,87.0,1,8700,Census Tract 87,Westchester County,36119008700,[1014],[10604],['WL20000389'],['M'],1,2020
January-2020,85.0,7,8500,Census Tract 85,Westchester County,36119008500,"[2002, 1007, 1015, 1008, 1008, 1011, 1030]","[10580, 10528, 10528, 10528, 10528, 10528, 10528]","['WL20001392', 'WL20001271', 'WL20000951', 'WL20000753', 'WL20000496', 'WL20000500', 'WL20000234']","['M', 'M', 'M', 'M', 'M', 'M', 'M']",1,2020
January-2020,84.04,1,8404,Census Tract 84.04,Westchester County,36119008404,[5008],[10528],['WL20000039'],['M'],1,2020
January-2020,84.03,3,8403,Census Tract 84.03,Westchester County,36119008403,"[1023, 2015, 2034]","[10528, 10528, 10528]","['WL20001028', 'WL20000733', 'WL20000332']","['M', 'P', 'P']",1,2020
January-2020,83.02,9,8302,Census Tract 83.02,Westchester County,36119008302,"[2002, 2002, 4033, 3026, 4005, 4005, 2004, 2004, 3031]","[10573, 10573, 10573, 10573, 10573, 10573, 10573, 10573, 10573]","['WL20000941', 'WL20000949', 'WL20000963', 'WL20000968', 'WL20000648', 'WL20000386', 'WL20000109', 'WL20000118', 'WL20000127']","['M', 'M', 'M', 'P', 'M', 'M', 'M', 'P', 'M']",1,2020
January-2020,83.01,2,8301,Census Tract 83.01,Westchester County,36119008301,"[1012, 2003]","[10573, 10573]","['WL20000640', 'WL20000551']","['M', 'M']",1,2020
