,geoid,_incidents,_crimes,population,povertyrate,unemploymentrate,gas_leaks_person,crimes_person,ntaname,boro_name,centerLong,centerLat,hover
14,36047056900,17,25,1630,0.10099999999999999,0.028999999999999998,0.010429448000000001,0.015337423000000001,Greenpoint,Brooklyn,-73.95236778251538,40.723767295674904,Brooklyn<br>Greenpoint<br>36047056900<br>gas leaks per person: 0.010429<br>crimes per person: 0.015337<br>poverty rate: 0.101<br>unempl. rate: 0.029
15,36047057100,16,28,4400,0.085,0.057999999999999996,0.0036363640000000004,0.006363636,Greenpoint,Brooklyn,-73.94761853409491,40.72478369686871,Brooklyn<br>Greenpoint<br>36047057100<br>gas leaks per person: 0.003636<br>crimes per person: 0.006364<br>poverty rate: 0.085<br>unempl. rate: 0.058
16,36047059100,9,20,3920,0.081,0.043,0.002295918,0.005102041,Greenpoint,Brooklyn,-73.94292814238037,40.723540424044664,Brooklyn<br>Greenpoint<br>36047059100<br>gas leaks per person: 0.002296<br>crimes per person: 0.005102<br>poverty rate: 0.081<br>unempl. rate: 0.043
17,36047056100,11,46,3295,0.055,0.032,0.003338392,0.013960546,Greenpoint,Brooklyn,-73.95625199194775,40.72653052218369,Brooklyn<br>Greenpoint<br>36047056100<br>gas leaks per person: 0.003338<br>crimes per person: 0.013961<br>poverty rate: 0.055<br>unempl. rate: 0.032
18,36047050100,19,32,2786,0.10099999999999999,0.07200000000000001,0.006819813,0.011486001000000001,East Williamsburg,Brooklyn,-73.94892061988263,40.71573429456142,Brooklyn<br>East Williamsburg<br>36047050100<br>gas leaks per person: 0.00682<br>crimes per person: 0.011486<br>poverty rate: 0.101<br>unempl. rate: 0.072
19,36047051500,10,23,1372,0.047,0.013999999999999999,0.00728863,0.016763848,North Side-South Side,Brooklyn,-73.95053025307753,40.719127508300296,Brooklyn<br>North Side-South Side<br>36047051500<br>gas leaks per person: 0.007289<br>crimes per person: 0.016764<br>poverty rate: 0.047<br>unempl. rate: 0.014
20,36047052300,33,41,5469,0.237,0.044000000000000004,0.00603401,0.0074968000000000005,North Side-South Side,Brooklyn,-73.95879423946904,40.71168202048996,Brooklyn<br>North Side-South Side<br>36047052300<br>gas leaks per person: 0.006034<br>crimes per person: 0.007497<br>poverty rate: 0.237<br>unempl. rate: 0.044
21,36047052500,28,40,3499,0.289,0.05,0.008002285999999999,0.011431838,North Side-South Side,Brooklyn,-73.95997846281222,40.708904358917735,Brooklyn<br>North Side-South Side<br>36047052500<br>gas leaks per person: 0.008002<br>crimes per person: 0.011432<br>poverty rate: 0.289<br>unempl. rate: 0.05
22,36047049300,90,47,7625,0.391,0.128,0.011803279,0.006163934,Bushwick South,Brooklyn,-73.94135299166275,40.70780695419131,Brooklyn<br>Bushwick South<br>36047049300<br>gas leaks per person: 0.011803<br>crimes per person: 0.006164<br>poverty rate: 0.391<br>unempl. rate: 0.128
23,36047053500,34,22,4348,0.5379999999999999,0.044000000000000004,0.007819686999999999,0.005059798,Williamsburg,Brooklyn,-73.9612227922077,40.70614259844237,Brooklyn<br>Williamsburg<br>36047053500<br>gas leaks per person: 0.00782<br>crimes per person: 0.00506<br>poverty rate: 0.538<br>unempl. rate: 0.044
24,36047049100,72,65,6418,0.226,0.08,0.011218448,0.010127766,East Williamsburg,Brooklyn,-73.94410082199775,40.70357344293599,Brooklyn<br>East Williamsburg<br>36047049100<br>gas leaks per person: 0.011218<br>crimes per person: 0.010128<br>poverty rate: 0.226<br>unempl. rate: 0.08
25,36047055700,12,34,1655,0.14800000000000002,0.05,0.007250755,0.020543807,North Side-South Side,Brooklyn,-73.95940763449245,40.722128018468496,Brooklyn<br>North Side-South Side<br>36047055700<br>gas leaks per person: 0.007251<br>crimes per person: 0.020544<br>poverty rate: 0.148<br>unempl. rate: 0.05
26,36047051300,46,49,4332,0.156,0.051,0.010618652,0.011311173,North Side-South Side,Brooklyn,-73.95216512177717,40.71179049410867,Brooklyn<br>North Side-South Side<br>36047051300<br>gas leaks per person: 0.010619<br>crimes per person: 0.011311<br>poverty rate: 0.156<br>unempl. rate: 0.051
27,36047051900,41,41,3564,0.057,0.042,0.011503928,0.011503928,North Side-South Side,Brooklyn,-73.95515732761993,40.71571502069823,Brooklyn<br>North Side-South Side<br>36047051900<br>gas leaks per person: 0.011504<br>crimes per person: 0.011504<br>poverty rate: 0.057<br>unempl. rate: 0.042
28,36047049700,21,25,2645,0.083,0.018000000000000002,0.007939509,0.009451796,East Williamsburg,Brooklyn,-73.94459621488085,40.71621880044923,Brooklyn<br>East Williamsburg<br>36047049700<br>gas leaks per person: 0.00794<br>crimes per person: 0.009452<br>poverty rate: 0.083<br>unempl. rate: 0.018
29,36047054500,34,33,8008,0.45899999999999996,0.059000000000000004,0.004245754,0.004120879,Williamsburg,Brooklyn,-73.96528905393853,40.70523690058116,Brooklyn<br>Williamsburg<br>36047054500<br>gas leaks per person: 0.004246<br>crimes per person: 0.004121<br>poverty rate: 0.459<br>unempl. rate: 0.059
30,36047055500,19,40,1959,0.055,0.037000000000000005,0.009698825999999999,0.020418581,North Side-South Side,Brooklyn,-73.96328717487195,40.718100058971835,Brooklyn<br>North Side-South Side<br>36047055500<br>gas leaks per person: 0.009699<br>crimes per person: 0.020419<br>poverty rate: 0.055<br>unempl. rate: 0.037
31,36047054900,19,30,3122,0.142,0.061,0.006085841999999999,0.009609225,North Side-South Side,Brooklyn,-73.96573266900268,40.71115375946964,Brooklyn<br>North Side-South Side<br>36047054900<br>gas leaks per person: 0.006086<br>crimes per person: 0.009609<br>poverty rate: 0.142<br>unempl. rate: 0.061
32,36047047700,26,36,3318,0.079,0.027999999999999997,0.007836046,0.01084991,East Williamsburg,Brooklyn,-73.94213474387364,40.718218526919415,Brooklyn<br>East Williamsburg<br>36047047700<br>gas leaks per person: 0.007836<br>crimes per person: 0.01085<br>poverty rate: 0.079<br>unempl. rate: 0.028
33,36047022900,2,34,3395,0.16699999999999998,0.037000000000000005,0.000589102,0.010014728,Clinton Hill,Brooklyn,-73.95676169944386,40.68513177116252,Brooklyn<br>Clinton Hill<br>36047022900<br>gas leaks per person: 0.000589<br>crimes per person: 0.010015<br>poverty rate: 0.167<br>unempl. rate: 0.037
34,36047039100,20,26,2303,0.312,0.161,0.008684325,0.011289622,Bushwick South,Brooklyn,-73.93365688656071,40.69979649992253,Brooklyn<br>Bushwick South<br>36047039100<br>gas leaks per person: 0.008684<br>crimes per person: 0.01129<br>poverty rate: 0.312<br>unempl. rate: 0.161
35,36047016300,40,33,2991,0.115,0.046,0.013373454,0.011033099,Prospect Heights,Brooklyn,-73.97000186784287,40.679177345447314,Brooklyn<br>Prospect Heights<br>36047016300<br>gas leaks per person: 0.013373<br>crimes per person: 0.011033<br>poverty rate: 0.115<br>unempl. rate: 0.046
36,36047029300,54,42,3106,0.29600000000000004,0.154,0.017385705,0.013522215,Stuyvesant Heights,Brooklyn,-73.9329583418565,40.687496526754536,Brooklyn<br>Stuyvesant Heights<br>36047029300<br>gas leaks per person: 0.017386<br>crimes per person: 0.013522<br>poverty rate: 0.296<br>unempl. rate: 0.154
37,36047018100,46,34,3936,0.037000000000000005,0.059000000000000004,0.011686992,0.008638211,Fort Greene,Brooklyn,-73.97237029114126,40.68776758360112,Brooklyn<br>Fort Greene<br>36047018100<br>gas leaks per person: 0.011687<br>crimes per person: 0.008638<br>poverty rate: 0.037<br>unempl. rate: 0.059
38,36047019500,26,24,3366,0.091,0.026000000000000002,0.007724302,0.007130125,Clinton Hill,Brooklyn,-73.96749976020503,40.69141010732996,Brooklyn<br>Clinton Hill<br>36047019500<br>gas leaks per person: 0.007724<br>crimes per person: 0.00713<br>poverty rate: 0.091<br>unempl. rate: 0.026
39,36047019700,14,35,3313,0.11900000000000001,0.077,0.004225777,0.010564443,Clinton Hill,Brooklyn,-73.966746315355,40.68800222198058,Brooklyn<br>Clinton Hill<br>36047019700<br>gas leaks per person: 0.004226<br>crimes per person: 0.010564<br>poverty rate: 0.119<br>unempl. rate: 0.077
40,36047022100,11,31,3609,0.225,0.067,0.003047936,0.008589636999999999,Crown Heights North,Brooklyn,-73.95435987472574,40.676135705343896,Brooklyn<br>Crown Heights North<br>36047022100<br>gas leaks per person: 0.003048<br>crimes per person: 0.00859<br>poverty rate: 0.225<br>unempl. rate: 0.067
41,36047022700,29,48,3454,0.094,0.051,0.008396063,0.013896931000000001,Clinton Hill,Brooklyn,-73.95724867130251,40.6815088489951,Brooklyn<br>Clinton Hill<br>36047022700<br>gas leaks per person: 0.008396<br>crimes per person: 0.013897<br>poverty rate: 0.094<br>unempl. rate: 0.051
42,36047023500,21,42,3928,0.319,0.033,0.005346231999999999,0.010692463999999999,Clinton Hill,Brooklyn,-73.95778405192758,40.69251220493566,Brooklyn<br>Clinton Hill<br>36047023500<br>gas leaks per person: 0.005346<br>crimes per person: 0.010692<br>poverty rate: 0.319<br>unempl. rate: 0.033
43,36047024500,17,37,3946,0.13699999999999998,0.073,0.00430816,0.009376584,Bedford,Brooklyn,-73.95190135644955,40.68288081074353,Brooklyn<br>Bedford<br>36047024500<br>gas leaks per person: 0.004308<br>crimes per person: 0.009377<br>poverty rate: 0.137<br>unempl. rate: 0.073
44,36047024700,1,40,2316,0.276,0.068,0.00043177900000000003,0.017271157,Crown Heights North,Brooklyn,-73.94929597390974,40.67940269457178,Brooklyn<br>Crown Heights North<br>36047024700<br>gas leaks per person: 0.000432<br>crimes per person: 0.017271<br>poverty rate: 0.276<br>unempl. rate: 0.068
45,36047024900,26,67,3823,0.142,0.077,0.006800942,0.017525504,Bedford,Brooklyn,-73.94838894926836,40.68298247609909,Brooklyn<br>Bedford<br>36047024900<br>gas leaks per person: 0.006801<br>crimes per person: 0.017526<br>poverty rate: 0.142<br>unempl. rate: 0.077
46,36047026300,30,60,1868,0.287,0.087,0.016059957,0.032119914,Bedford,Brooklyn,-73.94513094699639,40.68946797781333,Brooklyn<br>Bedford<br>36047026300<br>gas leaks per person: 0.01606<br>crimes per person: 0.03212<br>poverty rate: 0.287<br>unempl. rate: 0.087
47,36047026700,29,30,3920,0.14800000000000002,0.12300000000000001,0.007397959,0.007653061,Bedford,Brooklyn,-73.94403841345692,40.68397320635333,Brooklyn<br>Bedford<br>36047026700<br>gas leaks per person: 0.007398<br>crimes per person: 0.007653<br>poverty rate: 0.148<br>unempl. rate: 0.123
48,36047026900,9,51,2770,0.207,0.085,0.0032490970000000003,0.018411552,Bedford,Brooklyn,-73.94331764124335,40.68128299178513,Brooklyn<br>Bedford<br>36047026900<br>gas leaks per person: 0.003249<br>crimes per person: 0.018412<br>poverty rate: 0.207<br>unempl. rate: 0.085
49,36047027300,39,44,2813,0.157,0.067,0.013864201999999999,0.015641664,Stuyvesant Heights,Brooklyn,-73.93743871727814,40.68108438555229,Brooklyn<br>Stuyvesant Heights<br>36047027300<br>gas leaks per person: 0.013864<br>crimes per person: 0.015642<br>poverty rate: 0.157<br>unempl. rate: 0.067
50,36047027900,40,42,3674,0.14300000000000002,0.043,0.010887316000000001,0.011431682,Stuyvesant Heights,Brooklyn,-73.93934395477908,40.68975893698528,Brooklyn<br>Stuyvesant Heights<br>36047027900<br>gas leaks per person: 0.010887<br>crimes per person: 0.011432<br>poverty rate: 0.143<br>unempl. rate: 0.043
51,36047029100,10,47,3101,0.086,0.111,0.0032247659999999996,0.015156401000000002,Stuyvesant Heights,Brooklyn,-73.93354166355776,40.69042746970016,Brooklyn<br>Stuyvesant Heights<br>36047029100<br>gas leaks per person: 0.003225<br>crimes per person: 0.015156<br>poverty rate: 0.086<br>unempl. rate: 0.111
52,36047029700,16,50,3344,0.2,0.038,0.004784689,0.014952153000000001,Crown Heights North,Brooklyn,-73.93161709549936,40.68127209496692,Brooklyn<br>Crown Heights North<br>36047029700<br>gas leaks per person: 0.004785<br>crimes per person: 0.014952<br>poverty rate: 0.2<br>unempl. rate: 0.038
53,36047030500,24,47,5549,0.172,0.039,0.004325104000000001,0.008469995,Crown Heights North,Brooklyn,-73.95906210168219,40.677318785593705,Brooklyn<br>Crown Heights North<br>36047030500<br>gas leaks per person: 0.004325<br>crimes per person: 0.00847<br>poverty rate: 0.172<br>unempl. rate: 0.039
54,36047025901,6,37,2010,0.201,0.10099999999999999,0.002985075,0.01840796,Bedford,Brooklyn,-73.94622365854347,40.69496759404518,Brooklyn<br>Bedford<br>36047025901<br>gas leaks per person: 0.002985<br>crimes per person: 0.018408<br>poverty rate: 0.201<br>unempl. rate: 0.101
55,36047025700,58,53,2131,0.23399999999999999,0.083,0.027217269,0.024870952999999998,Bedford,Brooklyn,-73.94734531016942,40.698218220319205,Brooklyn<br>Bedford<br>36047025700<br>gas leaks per person: 0.027217<br>crimes per person: 0.024871<br>poverty rate: 0.234<br>unempl. rate: 0.083
56,36047026100,19,45,4917,0.27399999999999997,0.035,0.003864145,0.009151922,Bedford,Brooklyn,-73.94571511818557,40.69239905324672,Brooklyn<br>Bedford<br>36047026100<br>gas leaks per person: 0.003864<br>crimes per person: 0.009152<br>poverty rate: 0.274<br>unempl. rate: 0.035
57,36047053700,3,13,3575,0.51,0.046,0.000839161,0.0036363640000000004,Williamsburg,Brooklyn,-73.95995540531504,40.7002985442504,Brooklyn<br>Williamsburg<br>36047053700<br>gas leaks per person: 0.000839<br>crimes per person: 0.003636<br>poverty rate: 0.51<br>unempl. rate: 0.046
58,36047025300,35,44,2754,0.20600000000000002,0.085,0.012708787,0.015976761000000003,Bedford,Brooklyn,-73.95033652582497,40.69262149798645,Brooklyn<br>Bedford<br>36047025300<br>gas leaks per person: 0.012709<br>crimes per person: 0.015977<br>poverty rate: 0.206<br>unempl. rate: 0.085
59,36047028300,92,49,4097,0.308,0.165,0.022455455,0.011959971000000002,Stuyvesant Heights,Brooklyn,-73.94043814586244,40.69525663040926,Brooklyn<br>Stuyvesant Heights<br>36047028300<br>gas leaks per person: 0.022455<br>crimes per person: 0.01196<br>poverty rate: 0.308<br>unempl. rate: 0.165
60,36047028502,37,31,2802,0.449,0.18100000000000002,0.013204853999999999,0.011063526,Stuyvesant Heights,Brooklyn,-73.94088543908956,40.69745093345656,Brooklyn<br>Stuyvesant Heights<br>36047028502<br>gas leaks per person: 0.013205<br>crimes per person: 0.011064<br>poverty rate: 0.449<br>unempl. rate: 0.181
61,36047025100,85,53,3816,0.326,0.122,0.022274633,0.013888889,Bedford,Brooklyn,-73.94938737691598,40.68785419236116,Brooklyn<br>Bedford<br>36047025100<br>gas leaks per person: 0.022275<br>crimes per person: 0.013889<br>poverty rate: 0.326<br>unempl. rate: 0.122
62,36047024300,36,30,3786,0.151,0.09,0.009508716,0.00792393,Bedford,Brooklyn,-73.95285630494845,40.687455061451466,Brooklyn<br>Bedford<br>36047024300<br>gas leaks per person: 0.009509<br>crimes per person: 0.007924<br>poverty rate: 0.151<br>unempl. rate: 0.09
63,36047026500,25,41,3838,0.193,0.067,0.006513809000000001,0.010682647,Bedford,Brooklyn,-73.94462163145303,40.686904509657744,Brooklyn<br>Bedford<br>36047026500<br>gas leaks per person: 0.006514<br>crimes per person: 0.010683<br>poverty rate: 0.193<br>unempl. rate: 0.067
64,36047018700,4,24,1411,0.213,0.081,0.0028348690000000003,0.017009213000000002,Fort Greene,Brooklyn,-73.97064253708872,40.69465018040644,Brooklyn<br>Fort Greene<br>36047018700<br>gas leaks per person: 0.002835<br>crimes per person: 0.017009<br>poverty rate: 0.213<br>unempl. rate: 0.081
65,36047028100,6,43,4193,0.425,0.113,0.0014309560000000002,0.010255186999999999,Stuyvesant Heights,Brooklyn,-73.93992898762522,40.69268893787161,Brooklyn<br>Stuyvesant Heights<br>36047028100<br>gas leaks per person: 0.001431<br>crimes per person: 0.010255<br>poverty rate: 0.425<br>unempl. rate: 0.113
66,36047019900,15,31,2929,0.124,0.055,0.005121202,0.010583816999999999,Clinton Hill,Brooklyn,-73.96691995043632,40.68402787455263,Brooklyn<br>Clinton Hill<br>36047019900<br>gas leaks per person: 0.005121<br>crimes per person: 0.010584<br>poverty rate: 0.124<br>unempl. rate: 0.055
67,36047018300,11,33,2500,0.099,0.048,0.0044,0.0132,Fort Greene,Brooklyn,-73.97147713311227,40.69137540562681,Brooklyn<br>Fort Greene<br>36047018300<br>gas leaks per person: 0.0044<br>crimes per person: 0.0132<br>poverty rate: 0.099<br>unempl. rate: 0.048
68,36047021100,48,26,1210,0.11800000000000001,0.068,0.039669421,0.021487602999999997,Fort Greene,Brooklyn,-73.9750294820013,40.69715573148521,Brooklyn<br>Fort Greene<br>36047021100<br>gas leaks per person: 0.039669<br>crimes per person: 0.021488<br>poverty rate: 0.118<br>unempl. rate: 0.068
69,36047016100,9,47,3075,0.13,0.044000000000000004,0.002926829,0.015284553000000001,Prospect Heights,Brooklyn,-73.97318269745774,40.67988327094655,Brooklyn<br>Prospect Heights<br>36047016100<br>gas leaks per person: 0.002927<br>crimes per person: 0.015285<br>poverty rate: 0.13<br>unempl. rate: 0.044
70,36047003500,2,43,1554,0.081,0.059000000000000004,0.001287001,0.027670528,Fort Greene,Brooklyn,-73.97618018068783,40.68532436587352,Brooklyn<br>Fort Greene<br>36047003500<br>gas leaks per person: 0.001287<br>crimes per person: 0.027671<br>poverty rate: 0.081<br>unempl. rate: 0.059
71,36047017900,30,32,3624,0.162,0.11599999999999999,0.008278146,0.008830022,Fort Greene,Brooklyn,-73.97132732705468,40.684239488409894,Brooklyn<br>Fort Greene<br>36047017900<br>gas leaks per person: 0.008278<br>crimes per person: 0.00883<br>poverty rate: 0.162<br>unempl. rate: 0.116
72,36047020500,7,26,2469,0.073,0.038,0.0028351559999999997,0.010530578999999998,Prospect Heights,Brooklyn,-73.96570282380156,40.67747491026495,Brooklyn<br>Prospect Heights<br>36047020500<br>gas leaks per person: 0.002835<br>crimes per person: 0.010531<br>poverty rate: 0.073<br>unempl. rate: 0.038
73,36047027500,10,41,4180,0.179,0.064,0.002392344,0.009808612,Stuyvesant Heights,Brooklyn,-73.93817836114079,40.68389700736707,Brooklyn<br>Stuyvesant Heights<br>36047027500<br>gas leaks per person: 0.002392<br>crimes per person: 0.009809<br>poverty rate: 0.179<br>unempl. rate: 0.064
74,36047027700,21,55,3945,0.28,0.157,0.005323194,0.013941698,Stuyvesant Heights,Brooklyn,-73.93876027684857,40.686828191177504,Brooklyn<br>Stuyvesant Heights<br>36047027700<br>gas leaks per person: 0.005323<br>crimes per person: 0.013942<br>poverty rate: 0.28<br>unempl. rate: 0.157
75,36047012902,19,25,1964,0.15,0.054000000000000006,0.009674134000000001,0.012729124,Park Slope-Gowanus,Brooklyn,-73.97602065758687,40.680775821552196,Brooklyn<br>Park Slope-Gowanus<br>36047012902<br>gas leaks per person: 0.009674<br>crimes per person: 0.012729<br>poverty rate: 0.15<br>unempl. rate: 0.054
76,36047048900,1,46,4039,0.475,0.23600000000000002,0.000247586,0.011388958000000001,Bushwick South,Brooklyn,-73.93926085508453,40.70292150333156,Brooklyn<br>Bushwick South<br>36047048900<br>gas leaks per person: 0.000248<br>crimes per person: 0.011389<br>poverty rate: 0.475<br>unempl. rate: 0.236
77,36047019100,12,37,2332,0.209,0.024,0.005145798,0.015866209,Clinton Hill,Brooklyn,-73.96441888133589,40.69524018523002,Brooklyn<br>Clinton Hill<br>36047019100<br>gas leaks per person: 0.005146<br>crimes per person: 0.015866<br>poverty rate: 0.209<br>unempl. rate: 0.024
78,36047023300,24,52,5061,0.252,0.091,0.004742146,0.010274649,Bedford,Brooklyn,-73.95749109465363,40.68879610068022,Brooklyn<br>Bedford<br>36047023300<br>gas leaks per person: 0.004742<br>crimes per person: 0.010275<br>poverty rate: 0.252<br>unempl. rate: 0.091
79,36047028700,59,39,2991,0.262,0.057,0.019725844,0.013039117,Stuyvesant Heights,Brooklyn,-73.93542660527942,40.695634480177,Brooklyn<br>Stuyvesant Heights<br>36047028700<br>gas leaks per person: 0.019726<br>crimes per person: 0.013039<br>poverty rate: 0.262<br>unempl. rate: 0.057
80,36047028900,24,44,3538,0.33899999999999997,0.136,0.006783493000000001,0.012436405,Stuyvesant Heights,Brooklyn,-73.93300367429923,40.693051333102005,Brooklyn<br>Stuyvesant Heights<br>36047028900<br>gas leaks per person: 0.006783<br>crimes per person: 0.012436<br>poverty rate: 0.339<br>unempl. rate: 0.136
81,36047024100,29,42,2229,0.188,0.066,0.013010319,0.01884253,Bedford,Brooklyn,-73.95380383492015,40.692221818961954,Brooklyn<br>Bedford<br>36047024100<br>gas leaks per person: 0.01301<br>crimes per person: 0.018843<br>poverty rate: 0.188<br>unempl. rate: 0.066
82,36047031500,33,59,5175,0.142,0.059000000000000004,0.006376812,0.011400966,Crown Heights North,Brooklyn,-73.94991903001402,40.6768657639611,Brooklyn<br>Crown Heights North<br>36047031500<br>gas leaks per person: 0.006377<br>crimes per person: 0.011401<br>poverty rate: 0.142<br>unempl. rate: 0.059
83,36047019300,35,49,5628,0.222,0.11599999999999999,0.006218905,0.008706468,Clinton Hill,Brooklyn,-73.96264016133826,40.69127936924747,Brooklyn<br>Clinton Hill<br>36047019300<br>gas leaks per person: 0.006219<br>crimes per person: 0.008706<br>poverty rate: 0.222<br>unempl. rate: 0.116
84,36047029500,2,40,3425,0.19899999999999998,0.049,0.000583942,0.011678832,Stuyvesant Heights,Brooklyn,-73.93237601206104,40.68456601482351,Brooklyn<br>Stuyvesant Heights<br>36047029500<br>gas leaks per person: 0.000584<br>crimes per person: 0.011679<br>poverty rate: 0.199<br>unempl. rate: 0.049
85,36047020300,2,36,1697,0.105,0.085,0.00117855,0.021213907,Prospect Heights,Brooklyn,-73.96481717372453,40.679954946456654,Brooklyn<br>Prospect Heights<br>36047020300<br>gas leaks per person: 0.001179<br>crimes per person: 0.021214<br>poverty rate: 0.105<br>unempl. rate: 0.085
86,36047020100,10,34,3421,0.057999999999999996,0.063,0.0029231220000000002,0.009938614,Clinton Hill,Brooklyn,-73.96338202015241,40.683850119836514,Brooklyn<br>Clinton Hill<br>36047020100<br>gas leaks per person: 0.002923<br>crimes per person: 0.009939<br>poverty rate: 0.058<br>unempl. rate: 0.063
87,36047042500,24,29,3042,0.151,0.018000000000000002,0.007889545999999999,0.009533202,Bushwick South,Brooklyn,-73.93095856850194,40.70144834014042,Brooklyn<br>Bushwick South<br>36047042500<br>gas leaks per person: 0.00789<br>crimes per person: 0.009533<br>poverty rate: 0.151<br>unempl. rate: 0.018
88,36047031100,58,54,2833,0.198,0.105,0.020472997,0.019061066,Crown Heights North,Brooklyn,-73.93896867840371,40.67642691490708,Brooklyn<br>Crown Heights North<br>36047031100<br>gas leaks per person: 0.020473<br>crimes per person: 0.019061<br>poverty rate: 0.198<br>unempl. rate: 0.105
89,36047031300,1231,36,4648,0.203,0.043,0.264845095,0.007745266999999999,Crown Heights North,Brooklyn,-73.94430799914541,40.67653281919794,Brooklyn<br>Crown Heights North<br>36047031300<br>gas leaks per person: 0.264845<br>crimes per person: 0.007745<br>poverty rate: 0.203<br>unempl. rate: 0.043
90,36047038900,30,57,2773,0.20600000000000002,0.064,0.010818608,0.020555355,Bushwick South,Brooklyn,-73.93723447855503,40.69943781140291,Brooklyn<br>Bushwick South<br>36047038900<br>gas leaks per person: 0.010819<br>crimes per person: 0.020555<br>poverty rate: 0.206<br>unempl. rate: 0.064
91,36047027100,19,39,2471,0.19,0.115,0.007689195,0.015783084,Crown Heights North,Brooklyn,-73.93698405914456,40.67875234299924,Brooklyn<br>Crown Heights North<br>36047027100<br>gas leaks per person: 0.007689<br>crimes per person: 0.015783<br>poverty rate: 0.19<br>unempl. rate: 0.115
